config,site_id,label,n_pools,n_state,n_obs_total,dfs_total,dfs_total_families,dfs_per_tau_sum,dfs_per_f_sum,runtime_s,shapley_C_stocks,shapley_share_C_stocks,shapley_bulk_14C,shapley_share_bulk_14C,shapley_fraction_14C,shapley_share_fraction_14C,shapley_resp_14C,shapley_share_resp_14C,shapley_ER_annual,shapley_share_ER_annual,shapley_fraction_12C,shapley_share_fraction_12C
configs/hf_pool_sweep/harvard_forest_1pool.yaml,Harvard Forest,Harvard Forest (US-Ha1) — 1-pool,1,2,52,0.8985049419082364,0.8985049419082364,0.8985049419081744,6.193486851492853e-14,13.540313084000445,0.02378509901911708,0.02647186221213487,0.005017891178793014,0.00558471183045033,0.0,0.0,0.6074472976107769,0.6760645036861856,0.2622546540995494,0.2918789222712292,0.0,0.0
configs/hf_pool_sweep/harvard_forest_2pool.yaml,Harvard Forest,Harvard Forest (US-Ha1) — 2-pool,2,6,52,1.4750420376536497,1.4750420376536497,1.0723402007437297,0.40270183690991956,26.034980374999577,0.0652472461217242,0.04423416042129418,0.2798261609245939,0.18970724479806253,0.0,0.0,0.8722837842114932,0.5913619828754411,0.25768484639583833,0.17469661190520222,0.0,0.0
configs/hf_pool_sweep/harvard_forest_3pool.yaml,Harvard Forest,Harvard Forest (US-Ha1) — 3-pool,3,12,52,1.5238095060534878,1.5238095060534878,1.0628887544548136,0.4609207515986744,28.52124479200029,0.0824815019248614,0.05412848626891699,0.38179651885601945,0.2505539684188175,0.0,0.0,0.8153703080594472,0.5350867708990567,0.24416117721315972,0.16023077441320893,0.0,0.0
configs/hf_pool_sweep/harvard_forest_4pool.yaml,Harvard Forest,Harvard Forest (US-Ha1) — 4-pool,4,20,52,1.478174901816533,1.478174901816533,1.0187554924802003,0.4594194093363328,26.58881054199992,0.1010033272245454,0.06832975387447192,0.32902796051006133,0.2225906826761285,0.0,0.0,0.8073918793019697,0.5462086241010882,0.24075173477995665,0.16287093934831134,0.0,0.0
configs/hf_pool_sweep/harvard_forest_7pool.yaml,Harvard Forest,Harvard Forest (US-Ha1) — 7-pool (Sierra-like),7,56,52,1.2239591348041012,1.2239591348041012,0.8690053188644964,0.3549538159396054,43.44879295800092,0.01570961092704793,0.012835077969790476,0.3000997697082915,0.24518773639964989,0.0,0.0,0.6070231624279636,0.49595051433242476,0.30112659174079814,0.24602667129813485,0.0,0.0
