site_id,site_label,subset_key,subset_label,metric,n_valid,median,p05,p95,variance
US-EML,Eight-mile Lake,prior_only,Prior,old_fraction,6,0.7012260447836265,0.4785404788057407,0.8678698714903117,0.03355304960320566
US-EML,Eight-mile Lake,stocks_only,Stocks,frac_loss,6,0.14901430296395857,0.13537493554637392,0.15980429917779365,0.00012559505725719545
US-EML,Eight-mile Lake,stocks_only,Stocks,abs_loss,6,3511.0897216796875,3229.6775817871094,3876.799774169922,72039.28091383974
US-EML,Eight-mile Lake,stocks_only,Stocks,old_fraction,6,0.6458630403499519,0.6326669488040854,0.6522765910988093,6.854227405094853e-05
US-EML,Eight-mile Lake,soil14c_only,Pool 14C,frac_loss,6,0.21125561847642804,0.20814973894907587,0.21423693532711907,6.673814694453873e-06
US-EML,Eight-mile Lake,soil14c_only,Pool 14C,abs_loss,6,8577.315673828125,8540.47607421875,8718.181640625,6542.541824762027
US-EML,Eight-mile Lake,soil14c_only,Pool 14C,old_fraction,6,0.33562149593389834,0.3186931018012231,0.3844034538540849,0.0008549097299323166
US-EML,Eight-mile Lake,resp14c_only,Resp 14C,frac_loss,6,0.19190999656616664,0.16455782818130119,0.20581762185538255,0.00029194130960246876
US-EML,Eight-mile Lake,resp14c_only,Resp 14C,abs_loss,6,8361.173828125,8283.693359375,8512.055908203125,9173.635574245453
US-EML,Eight-mile Lake,resp14c_only,Resp 14C,old_fraction,6,0.39572647370754493,0.3541095609273333,0.4669676397641045,0.002150585592866396
US-EML,Eight-mile Lake,stocks_soil14c,"Stocks+
Pool 14C",frac_loss,6,0.19539538022618536,0.1944060720751787,0.19687102950208044,1.1012908466926813e-06
US-EML,Eight-mile Lake,stocks_soil14c,"Stocks+
Pool 14C",abs_loss,6,8271.7880859375,8231.125366210938,8304.173950195312,902.5716544151306
US-EML,Eight-mile Lake,stocks_soil14c,"Stocks+
Pool 14C",old_fraction,6,0.24005211301084461,0.23295931670521003,0.24809596186500632,3.77459488356199e-05
US-EML,Eight-mile Lake,stocks_resp14c,"Stocks+
Resp 14C",frac_loss,6,0.20055847414591416,0.187399668496568,0.21406671580559913,0.00012811143135695678
US-EML,Eight-mile Lake,stocks_resp14c,"Stocks+
Resp 14C",abs_loss,6,8306.79638671875,8268.18408203125,8386.62841796875,2447.9292508761087
US-EML,Eight-mile Lake,stocks_resp14c,"Stocks+
Resp 14C",old_fraction,6,0.3488360194241702,0.3353245124289499,0.3993775232262545,0.0008519717238627227
US-EML,Eight-mile Lake,all_observations,All,frac_loss,6,0.21154655481026227,0.20740378619624888,0.21729735839644068,2.4914109772279746e-05
US-EML,Eight-mile Lake,all_observations,All,abs_loss,6,8259.3359375,8186.3428955078125,8271.14794921875,1661.925041047732
US-EML,Eight-mile Lake,all_observations,All,old_fraction,6,0.2357279632362025,0.2147827191869179,0.23878431915377585,0.00013518793674769167
