config,site,label,biome,biome_group,forcing_kind,observation_path,tower_id,n_obs_total,n_state,dfs_total,dfs_diag_mean,dfs_diag_max,rmse_obs_space,rmse_obs_space_prior,rmse_improvement_frac,converged,n_iter,cost0,cost_final,mean_GPP_gCm2yr,SOC_gCm2,n_pool_blocks,n_resp,n_obs_cstocks,n_obs_bulk14C,n_obs_fraction14C,n_obs_resp14C,ladder_inc_cstocks,ladder_inc_bulk14C,ladder_inc_fraction14C,ladder_inc_resp14C,shapley_cstocks,shapley_bulk14C,shapley_fraction14C,shapley_resp14C,shapley_share_cstocks,shapley_share_bulk14C,shapley_share_fraction14C,shapley_share_resp14C,dominant_family,stock_unique_frac,c14_unique_frac,stock_c14_redundancy,mean_principal_angle_deg,min_principal_angle_deg,runtime_s,tau_soil_active,tau_soil_slow,tau_soil_passive
configs/multisite/appi_forest.yaml,Appi forest,Appi forest (JP-Api),temperate forest,temperate_forest,daily,bulk_resp,JP-Api,12,12,1.6525782197722072,0.13771485164768393,0.6625461578369141,387.23090485293017,349.9108938213178,-0.10665575633855469,True,4,6.698817253112793,5.649061679840088,1254.7828769683838,12295.650634765625,1,10,1,1,0,10,0.4127318870150975,0.5779218115404889,0.0,0.661924455470978,0.4085309804296173,0.5651142481947868,0.0,0.6789329254021603,0.2472082663287163,0.3419591665409991,0.0,0.4108325671302846,resp_14C,0.9795781009832684,0.9932476668402376,0.008428768917607465,1.129436371961277e-05,1.129436371961277e-05,16.412284292004188,1.8449256420135498,24.883644104003906,163.5399932861328
configs/multisite/baram_basin.yaml,Baram Basin,Lambir Hills (MY-LHP),tropical moist forest,tropical,daily,bulk_resp,MY-LHP,4,12,1.143964309245971,0.09533035910383092,0.35168009996414185,72.65626544132124,38.903696989448385,-0.8675928270011809,True,8,1.2410955429077148,0.7824275493621826,3058.5148572921753,8052.0526123046875,1,2,1,1,0,2,0.504692463640567,0.5993923364931855,0.0,0.0398796145770417,0.47666269376658366,0.6045868299409086,0.0,0.06271489100330191,0.41667615498956656,0.5285014307842385,0.0,0.05482241422619503,bulk_14C,0.8840887438982343,0.9161623276791521,0.05849953740567271,22.004921089442334,22.004921089442334,20.268114542006515,1.8448481559753418,17.573740005493164,216.8824920654297
configs/multisite/cz_1964burn_nsa.yaml,CZ_1964burn_NSA,1964 burn NSA (CA-NS4),boreal wet forest/fire chronosequence,boreal,daily,bulk_resp,CA-NS4,3,12,1.2520782426014996,0.10433985355012497,0.3410907983779907,1140.6612196317526,3256.624502062351,0.6497412523582635,True,6,6.829882621765137,2.3921589851379395,288.75710040330887,4469.5196533203125,1,1,1,1,0,1,0.6401982290195345,0.5136697814799809,0.0,0.09821021036029132,0.5943917852387606,0.5217663305411342,0.0,0.13592010507991187,0.4747241628646727,0.4167202350847021,0.0,0.1085556020506251,C_stocks,0.867641193994948,0.8783606899410373,0.08473587319957443,48.0660961143982,48.0660961143982,15.457713625000906,1.6689025163650513,15.555044174194336,154.43544006347656
configs/multisite/auchencorth_moss.yaml,Auchencorth Moss,Auchencorth Moss (UK-AMo),temperate peatland,peatland,daily,bulk_resp,UK-AMo,4,12,1.142147891224428,0.09517899093536901,0.7143874168395996,768.7801780442753,439.52198305302227,-0.7491279337250637,True,21,41.429847717285156,14.759445190429688,755.7553493976593,7141.2783203125,1,2,1,1,0,2,0.4630639807504787,0.5145931718021913,0.0,0.1644906191999409,0.38301259067084087,0.41930190767934616,0.0,0.3398332734024239,0.3353441648650358,0.3671170386612345,0.0,0.29753879647372966,bulk_14C,0.6944543740051599,0.8275747254895695,0.1414871738740675,14.45669600219514,14.45669600219514,36.3122518750024,8.235617637634277,16.56743621826172,145.34857177734375
configs/multisite/cz_old_black_spruce.yaml,CZ_Old_Black_Spruce,Old Black Spruce (CA-NS1),boreal forest,boreal,daily,bulk_resp,CA-NS1,3,12,0.7238777801405064,0.0603231483450422,0.21428243815898895,746.4718305238953,155.20570225928512,-3.8095644661099293,True,19,29.017967224121094,24.38803482055664,655.2009606361389,9450.381469726562,1,1,1,1,0,1,0.3425552781303466,0.29327812711801826,0.0,0.08804433155797542,0.3337140427093069,0.28798565286215905,0.0,0.10217804123487438,0.4610088496181859,0.39783742228724484,0.0,0.14115372809456933,C_stocks,0.9494754384090222,0.9565826481062781,0.017307455248211312,67.76835223746355,67.76835223746355,27.866395834003924,3.957275629043579,20.07767105102539,207.978759765625
configs/multisite/eml.yaml,EML,Eight Mile Lake (US-EML),tundra/permafrost,arctic_permafrost,daily,bulk_resp,US-EML,14,12,2.561748892069105,0.21347907433909208,0.5806505084037781,1833.6387475038287,2873.771512255392,0.361939966457266,True,17,75.54408264160156,21.49137306213379,479.8934805393219,7748.2254638671875,1,12,1,1,0,12,0.765326208203268,0.6369680711743401,0.0,1.1594542325274317,0.6750756232265684,0.6293062638336039,0.0,1.2573666248448674,0.26352142690406,0.24565497390125207,0.0,0.4908235991946879,resp_14C,0.7785938057101849,0.9138051142001211,0.16944796314854038,5.753319548445488e-05,5.753319548445488e-05,27.592257166004856,1.0211632251739502,12.736865997314453,65.73841857910156
configs/multisite/flona.yaml,FLONA,Santarém FLONA (BR-Sa3),tropical moist forest,tropical,daily,bulk_resp,BR-Sa3,5,12,1.5918676257165334,0.1326556354763778,0.4677698612213135,398.19856438990564,91.91402231234329,-3.3322939674725878,True,17,16.249652862548828,9.248502731323242,3131.2697315216064,8663.943481445312,1,3,1,1,0,3,0.3698948330339248,0.9010295727788608,0.0,0.3209434685472785,0.33635450304079134,0.8611556159803274,0.0,0.39435775533894524,0.2112954903220262,0.5409717915982912,0.0,0.24773271807968253,bulk_14C,0.8437204429506393,0.9548305187103766,0.05780700066138911,30.255493244037368,30.255493244037368,28.001721082997392,3.460930109024048,17.628681182861328,246.87091064453125
configs/multisite/harvard_forest.yaml,Harvard Forest,Harvard Forest (US-Ha1),temperate deciduous forest,temperate_forest,daily,bulk_resp,US-Ha1,35,12,1.4676746651569728,0.1223062220964144,0.8664795756340027,864.8336644554463,86.19246032799951,-9.03375076154435,True,20,77.0867919921875,27.035785675048828,1499.5388007164001,13932.891845703125,1,33,1,1,0,33,0.19104332175408062,0.5263607600120199,0.0,0.7502705112467181,0.11582295773021975,0.39679268091428643,0.0,0.9550589543683123,0.07891596562454642,0.27035467044486805,0.0,0.6507293639305854,resp_14C,0.20291421805091964,0.8934306554139894,0.15227791550650105,2.831646840510158e-06,2.831646840510158e-06,34.412595832996885,5.271925926208496,14.126001358032227,130.59701538085938
configs/multisite/mi_coarse_umbs.yaml,MI-Coarse UMBS,UMBS (US-UMB),temperate mixed forest,temperate_forest,daily,combined,US-UMB,5,12,0.721563851461157,0.06013032095509641,0.2647722065448761,107.8255468837683,397.74334867260063,0.7289067252950493,True,8,2.297187328338623,1.6892274618148804,1386.5197038650513,17555.58740234375,4,0,1,1,3,0,0.46280091010776686,0.2566779331900579,0.0020850247810201283,0.0,0.4603798468204593,0.2590402286263883,0.0021437926319972825,0.0,0.6380306265143446,0.3589983369262652,0.0029710365593902375,0.0,C_stocks,0.9895341929815238,0.9816257026159907,0.004843585013163065,45.53885579224411,45.53885579224411,19.002139749994967,1.8793113231658936,25.450117111206055,170.84078979492188
configs/multisite/howland_forest.yaml,Howland Forest,Howland Forest (US-Ho1),temperate coniferous forest,temperate_forest,daily,bulk_resp,US-Ho1,23,12,0.877008019064902,0.07308400158874183,0.4644821286201477,518.8724534444044,130.11066929275927,-2.987931629779726,True,28,1071.0045166015625,213.0232696533203,915.0210499763489,9632.851928710938,5,17,1,5,0,17,0.31461795394117514,0.4254300401855469,0.0,0.13695996391986198,0.264191025962457,0.3936584338250275,0.0,0.21915849825909953,0.301241309772042,0.4488652927412975,0.0,0.24989339748666053,bulk_14C,0.7189618473314667,0.864139002535951,0.08841964857198159,9.155702348202485e-06,9.155702348202485e-06,46.179112792000524,8.276915550231934,11.943915367126465,63.76357650756836
