site,label,tower_id,biome,mean_GPP_gCm2yr,SOC_gCm2,n_cstock,n_pool_blocks,n_resp,n_incubation,tau_active_yr,tau_slow_yr,tau_passive_yr,J0,J_final,converged,n_iter
Maui,Maui (FluxCom fallback; US-SuS daily product unavailable),,wet montane tropical volcanic forest,1150,6675,1,4,0,0,2.1,15.01,248.9,32.1,31.3,True,7
