site,biome,dfs_total_bulk_resp,dfs_total_combined,dfs_total_fraction,dfs_tau_bulk_resp,dfs_tau_combined,dfs_tau_fraction,ur_tau_mean_bulk_resp,ur_tau_mean_combined,ur_tau_mean_fraction,dfs_total_ratio_fraction_to_bulk_resp,dfs_tau_ratio_fraction_to_bulk_resp,dfs_tau_difference_fraction_minus_bulk_resp,ur_tau_difference_fraction_minus_bulk_resp,equivalent_tau_dfs_within_10pct
Harvard Forest,temperate deciduous forest,1.4926318042026705,2.1146640479573304,1.2899115048351022,1.068508330732584,1.346353828907013,0.9299044087529182,0.250888471038572,0.264080695879828,0.17710346942745772,0.8641859976473858,0.8702827877021445,-0.13860392197966576,-0.07378500161111426,False
Howland Forest,temperate coniferous forest,3.5956607461004966,2.3683821521783393,1.4292296344680504,2.0816107988357544,1.6357222851365805,1.007526037050411,0.5113539633850842,0.45749793125338933,0.328283535651707,0.3974873424913776,0.4840126874889008,-1.0740847617853433,-0.18307042773337723,False
Solling,temperate forest,1.2957734391099527,0.2977611459796707,0.6290425658230567,0.8304734900593758,0.23371225036680698,0.48555920645594597,0.15429429527048769,0.04092412814784585,0.08797354756621896,0.48545721561875554,0.5846775511416148,-0.3449142836034298,-0.06632074770426873,False
