site,biome,pathway,converged,n_obs,n_14c_blocks,dfs_total,dfs_tau,ur_tau_mean,ur_tau_active,ur_tau_slow,ur_tau_passive,J_final
Fichtelgeberge,cool temperate Spodosol forest,combined,True,17,15,0.4359323307888724,0.20828543230891228,0.0356455048528207,0.06995196881810006,0.020769544068495627,0.016215001671866403,103.2872314453125
Treynor,temperate cultivated Mollisol,combined,True,7,5,1.5956762433058347,0.8872223496437073,0.16750702671884055,0.025918251009949822,0.19603343036985965,0.28056939877671216,6.974136829376221
Dinesen,temperate grassland Mollisol,combined,True,9,7,1.0892190113667428,0.5751214101910591,0.10327435238923903,0.03249953469575939,0.08858930076456939,0.1887342217073883,10.941388130187988
Fazenda Victoria,tropical Oxisol forest-pasture mosaic,combined,True,6,4,0.7822313681248899,0.4339507147669792,0.0757579458512813,0.029687910341113066,0.10867935712091026,0.08890657009182057,38.268211364746094
Sedgwick Reserve,warm mediterranean rangeland grassland,combined,True,7,5,0.6918046958750247,0.3837982378900051,0.06699308365285961,0.014440915625227424,0.10990235398212422,0.07663598135122718,85.37181091308594
GA-450-C,warm semi-arid shrubland Mollisol,combined,True,7,5,0.8035212084653225,0.4128972589969635,0.07178891225840967,0.0745692856383614,0.10477810664064158,0.03601934449622601,9.630261421203613
GA-740-C,warm semi-arid shrubland Vertisol,combined,True,7,5,0.7680189460519662,0.39237130433321,0.06780642017779355,0.07051723394421439,0.08465747308150229,0.04824455350766399,4.6472883224487305
Maui,wet montane tropical volcanic forest,combined,True,7,5,0.5831981990488766,0.24138143099844456,0.041711165521725824,0.006140788099476935,0.029761657845820855,0.08923105061987968,57.13526916503906
