site,site_id,param_index_subset,param_name,param_label_short,obs_index,obs_block_name,obs_family,obs_label_short,obs_label_full,y_obs,y_prior,y_opt,obs_sigma,obs_variance,gain_value,abs_gain_value,rank_within_param_by_abs_gain
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,0,resp_14C,resp_delta14C,resp[1],resp_14C[1],136.4397430419922,401.5320739746094,139.88217163085938,15.0,225.0,-0.001191422363865725,0.001191422363865725,2
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,1,resp_14C,resp_delta14C,resp[2],resp_14C[2],137.98480224609375,379.51458740234375,135.53135681152344,15.0,225.0,-0.0009796663938083322,0.0009796663938083322,4
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,2,resp_14C,resp_delta14C,resp[3],resp_14C[3],111.25503540039062,356.6755676269531,130.28033447265625,15.0,225.0,-0.0006873529322443928,0.0006873529322443928,21
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,3,resp_14C,resp_delta14C,resp[4],resp_14C[4],122.13999938964844,357.9119873046875,128.779541015625,15.0,225.0,-0.0005196130635333687,0.0005196130635333687,30
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,4,resp_14C,resp_delta14C,resp[5],resp_14C[5],116.20269775390625,361.8148498535156,127.8724594116211,15.0,225.0,-0.0003858433373585361,0.0003858433373585361,38
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,5,resp_14C,resp_delta14C,resp[6],resp_14C[6],133.4375,364.6566467285156,126.0113296508789,15.0,225.0,-0.00017574645893008852,0.00017574645893008852,43
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,6,resp_14C,resp_delta14C,resp[7],resp_14C[7],140.80340576171875,325.9229736328125,120.10479736328125,15.0,225.0,-4.130228323626629e-05,4.130228323626629e-05,46
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,7,resp_14C,resp_delta14C,resp[8],resp_14C[8],154.47369384765625,319.8359375,118.4300308227539,15.0,225.0,4.7892781016881554e-05,4.7892781016881554e-05,45
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,8,resp_14C,resp_delta14C,resp[9],resp_14C[9],102.98429870605469,328.4015197753906,116.58540344238281,15.0,225.0,0.0002930271683181203,0.0002930271683181203,42
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,9,resp_14C,resp_delta14C,resp[10],resp_14C[10],104.1613998413086,324.26251220703125,115.2850570678711,15.0,225.0,0.0003546495255472914,0.0003546495255472914,40
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,10,resp_14C,resp_delta14C,resp[11],resp_14C[11],122.69345092773438,316.0093078613281,113.92848205566406,15.0,225.0,0.00037559074577532846,0.00037559074577532846,39
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,11,resp_14C,resp_delta14C,resp[12],resp_14C[12],127.38351440429688,305.64947509765625,112.1668472290039,15.0,225.0,0.0004044759663581487,0.0004044759663581487,37
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,12,resp_14C,resp_delta14C,resp[13],resp_14C[13],113.92005157470703,301.0716857910156,111.2138900756836,15.0,225.0,0.00042942248981007363,0.00042942248981007363,35
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,13,resp_14C,resp_delta14C,resp[14],resp_14C[14],109.93000030517578,299.8355407714844,110.24927520751953,15.0,225.0,0.00048811486156392523,0.00048811486156392523,33
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,14,resp_14C,resp_delta14C,resp[15],resp_14C[15],106.99749755859375,300.1088562011719,110.18736267089844,15.0,225.0,0.0004954177362962471,0.0004954177362962471,32
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,15,resp_14C,resp_delta14C,resp[16],resp_14C[16],122.77144622802734,307.1606750488281,108.77448272705078,15.0,225.0,0.0006659275773060199,0.0006659275773060199,25
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,16,resp_14C,resp_delta14C,resp[17],resp_14C[17],120.05235290527344,307.1628112792969,108.76177978515625,15.0,225.0,0.0006667715144375371,0.0006667715144375371,24
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,17,resp_14C,resp_delta14C,resp[18],resp_14C[18],107.79945373535156,307.18109130859375,108.75013732910156,15.0,225.0,0.0006677344019829944,0.0006677344019829944,23
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,18,resp_14C,resp_delta14C,resp[19],resp_14C[19],119.70320129394531,307.3861389160156,108.13028717041016,15.0,225.0,0.0007100181914969034,0.0007100181914969034,16
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,19,resp_14C,resp_delta14C,resp[20],resp_14C[20],114.34712982177734,302.12091064453125,107.26660919189453,15.0,225.0,0.0007095331020538393,0.0007095331020538393,17
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,20,resp_14C,resp_delta14C,resp[21],resp_14C[21],104.18087005615234,291.1162109375,105.6877212524414,15.0,225.0,0.0006943310974292385,0.0006943310974292385,20
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,21,resp_14C,resp_delta14C,resp[22],resp_14C[22],100.25813293457031,282.7997741699219,104.24925994873047,15.0,225.0,0.0006982879808126723,0.0006982879808126723,18
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,22,resp_14C,resp_delta14C,resp[23],resp_14C[23],99.98873901367188,277.275390625,103.07030487060547,15.0,225.0,0.0007140154580959948,0.0007140154580959948,15
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,23,resp_14C,resp_delta14C,resp[24],resp_14C[24],104.9538345336914,283.1192626953125,100.32575225830078,15.0,225.0,0.0009241713329329234,0.0009241713329329234,5
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,24,resp_14C,resp_delta14C,resp[25],resp_14C[25],91.1726303100586,273.7500915527344,99.00109100341797,15.0,225.0,0.0008924807140360547,0.0008924807140360547,7
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,25,resp_14C,resp_delta14C,resp[26],resp_14C[26],102.58723449707031,264.3684997558594,97.6373062133789,15.0,225.0,0.0008617536713567284,0.0008617536713567284,8
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,26,resp_14C,resp_delta14C,resp[27],resp_14C[27],105.08200073242188,254.3699188232422,95.97330474853516,15.0,225.0,0.0008371516069305284,0.0008371516069305284,10
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,27,resp_14C,resp_delta14C,resp[28],resp_14C[28],117.83086395263672,254.2222137451172,95.93190002441406,15.0,225.0,0.0008375288859092962,0.0008375288859092962,9
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,28,resp_14C,resp_delta14C,resp[29],resp_14C[29],86.36949920654297,217.25071716308594,81.06224060058594,15.0,225.0,0.0008981845630658258,0.0008981845630658258,6
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,29,resp_14C,resp_delta14C,resp[30],resp_14C[30],68.09839630126953,203.5430450439453,65.74876403808594,15.0,225.0,0.000822489964806409,0.000822489964806409,11
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,30,resp_14C,resp_delta14C,resp[31],resp_14C[31],69.05946350097656,196.36236572265625,64.53846740722656,15.0,225.0,0.000763954769004248,0.000763954769004248,12
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,31,resp_14C,resp_delta14C,resp[32],resp_14C[32],49.174835205078125,194.8347930908203,63.55397415161133,15.0,225.0,0.0007455930406472308,0.0007455930406472308,14
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,32,resp_14C,resp_delta14C,resp[33],resp_14C[33],70.2677993774414,197.75401306152344,62.33152389526367,15.0,225.0,0.0007521202110471521,0.0007521202110471521,13
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,33,resp_14C,resp_delta14C,resp[34],resp_14C[34],69.19176483154297,184.539794921875,59.58330535888672,15.0,225.0,0.000639702705498257,0.000639702705498257,27
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,34,resp_14C,resp_delta14C,resp[35],resp_14C[35],79.25586700439453,187.20851135253906,59.323665618896484,15.0,225.0,0.0006518978851996186,0.0006518978851996186,26
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,35,resp_14C,resp_delta14C,resp[36],resp_14C[36],81.99440002441406,196.52978515625,58.75614547729492,15.0,225.0,0.0006972348360147374,0.0006972348360147374,19
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,36,resp_14C,resp_delta14C,resp[37],resp_14C[37],70.0555648803711,174.48721313476562,55.94802474975586,15.0,225.0,0.0005369345575397213,0.0005369345575397213,28
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,37,resp_14C,resp_delta14C,resp[38],resp_14C[38],68.07653045654297,174.2688446044922,55.530399322509766,15.0,225.0,0.0005298551183860628,0.0005298551183860628,29
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,38,resp_14C,resp_delta14C,resp[39],resp_14C[39],70.96666717529297,175.1734161376953,54.021324157714844,15.0,225.0,0.0005107449485336392,0.0005107449485336392,31
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,39,resp_14C,resp_delta14C,resp[40],resp_14C[40],67.48580169677734,168.19500732421875,52.88175582885742,15.0,225.0,0.0004595309569623377,0.0004595309569623377,34
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,40,resp_14C,resp_delta14C,resp[41],resp_14C[41],61.942665100097656,169.115478515625,50.361637115478516,15.0,225.0,0.0004187071447120371,0.0004187071447120371,36
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,41,c_stock,C_stocks,C[1],c_stock[1],2035.449951171875,1091.6514892578125,1216.065185546875,624.3914537371568,389864.6875,4.392905736180086e-06,4.392905736180086e-06,48
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,42,c_stock,C_stocks,C[2],c_stock[2],5551.34716796875,2752.367431640625,4155.62890625,1562.6807895408454,2441971.25,1.5852463285850814e-06,1.5852463285850814e-06,49
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,43,c_stock,C_stocks,C[3],c_stock[3],4953.3837890625,1390.5198974609375,4967.63427734375,1545.2521638878231,2387804.25,5.49499283615146e-07,5.49499283615146e-07,50
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,44,israd_soil_active_1996,pool_delta14C,israd_active_1996,israd_soil_active_1996,29.563507080078125,284.2281799316406,164.91644287109375,35.5226445576225,1261.8582763671875,-0.001182576264208833,0.001182576264208833,3
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,45,israd_soil_active_2007,pool_delta14C,israd_active_2007,israd_soil_active_2007,15.806249618530273,67.50889587402344,66.20610809326172,21.24855952148948,451.50128173828125,-7.348843846237989e-05,7.348843846237989e-05,44
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,46,israd_soil_active_2011,pool_delta14C,israd_active_2011,israd_soil_active_2011,63.67599868774414,46.45952224731445,47.23358154296875,15.0,225.0,2.0426362078943322e-05,2.0426362078943322e-05,47
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,47,israd_soil_passive_1996,pool_delta14C,israd_passive_1996,israd_soil_passive_1996,-74.4139404296875,2316.31884765625,-69.30477905273438,27.447183833512412,753.347900390625,-0.00031507690789898783,0.00031507690789898783,41
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,48,israd_soil_passive_2007,pool_delta14C,israd_passive_2007,israd_soil_passive_2007,-86.4000015258789,2191.39794921875,-67.81243133544922,29.18437044082575,851.7274780273438,-0.0006806056971198893,0.0006806056971198893,22
Harvard Forest,US-Ha1,2,log_tau[soil_passive],$\tau_{\mathrm{passive}}$,49,israd_soil_slow_2011,pool_delta14C,israd_slow_2011,israd_soil_slow_2011,1.124901533126831,399.896240234375,56.8382682800293,16.031945761887712,257.0232849121094,-0.0036920157508708836,0.0036920157508708836,1
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,0,resp_14C,resp_delta14C,resp[1],resp_14C[1],136.4397430419922,401.5320739746094,139.88217163085938,15.0,225.0,0.001410750098005624,0.001410750098005624,3
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,1,resp_14C,resp_delta14C,resp[2],resp_14C[2],137.98480224609375,379.51458740234375,135.53135681152344,15.0,225.0,0.0011644601855369343,0.0011644601855369343,4
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,2,resp_14C,resp_delta14C,resp[3],resp_14C[3],111.25503540039062,356.6755676269531,130.28033447265625,15.0,225.0,0.0008040775453296508,0.0008040775453296508,18
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,3,resp_14C,resp_delta14C,resp[4],resp_14C[4],122.13999938964844,357.9119873046875,128.779541015625,15.0,225.0,0.0005669330475893462,0.0005669330475893462,23
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,4,resp_14C,resp_delta14C,resp[5],resp_14C[5],116.20269775390625,361.8148498535156,127.8724594116211,15.0,225.0,0.00037338325323286163,0.00037338325323286163,29
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,5,resp_14C,resp_delta14C,resp[6],resp_14C[6],133.4375,364.6566467285156,126.0113296508789,15.0,225.0,8.09985149904128e-05,8.09985149904128e-05,41
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,6,resp_14C,resp_delta14C,resp[7],resp_14C[7],140.80340576171875,325.9229736328125,120.10479736328125,15.0,225.0,-1.8287235211745385e-05,1.8287235211745385e-05,46
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,7,resp_14C,resp_delta14C,resp[8],resp_14C[8],154.47369384765625,319.8359375,118.4300308227539,15.0,225.0,-0.00012606525277962473,0.00012606525277962473,38
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,8,resp_14C,resp_delta14C,resp[9],resp_14C[9],102.98429870605469,328.4015197753906,116.58540344238281,15.0,225.0,-0.0004621892052512586,0.0004621892052512586,28
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,9,resp_14C,resp_delta14C,resp[10],resp_14C[10],104.1613998413086,324.26251220703125,115.2850570678711,15.0,225.0,-0.0005319480438941181,0.0005319480438941181,26
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,10,resp_14C,resp_delta14C,resp[11],resp_14C[11],122.69345092773438,316.0093078613281,113.92848205566406,15.0,225.0,-0.0005413802067727075,0.0005413802067727075,25
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,11,resp_14C,resp_delta14C,resp[12],resp_14C[12],127.38351440429688,305.64947509765625,112.1668472290039,15.0,225.0,-0.0005571793449299667,0.0005571793449299667,24
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,12,resp_14C,resp_delta14C,resp[13],resp_14C[13],113.92005157470703,301.0716857910156,111.2138900756836,15.0,225.0,-0.0005795297129576766,0.0005795297129576766,22
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,13,resp_14C,resp_delta14C,resp[14],resp_14C[14],109.93000030517578,299.8355407714844,110.24927520751953,15.0,225.0,-0.0006496993229358847,0.0006496993229358847,21
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,14,resp_14C,resp_delta14C,resp[15],resp_14C[15],106.99749755859375,300.1088562011719,110.18736267089844,15.0,225.0,-0.000659186281518135,0.000659186281518135,20
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,15,resp_14C,resp_delta14C,resp[16],resp_14C[16],122.77144622802734,307.1606750488281,108.77448272705078,15.0,225.0,-0.0008789849636881077,0.0008789849636881077,14
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,16,resp_14C,resp_delta14C,resp[17],resp_14C[17],120.05235290527344,307.1628112792969,108.76177978515625,15.0,225.0,-0.0008799658539372376,0.0008799658539372376,13
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,17,resp_14C,resp_delta14C,resp[18],resp_14C[18],107.79945373535156,307.18109130859375,108.75013732910156,15.0,225.0,-0.0008811451487780793,0.0008811451487780793,12
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,18,resp_14C,resp_delta14C,resp[19],resp_14C[19],119.70320129394531,307.3861389160156,108.13028717041016,15.0,225.0,-0.0009306917608816877,0.0009306917608816877,10
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,19,resp_14C,resp_delta14C,resp[20],resp_14C[20],114.34712982177734,302.12091064453125,107.26660919189453,15.0,225.0,-0.0009169654639096881,0.0009169654639096881,11
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,20,resp_14C,resp_delta14C,resp[21],resp_14C[21],104.18087005615234,291.1162109375,105.6877212524414,15.0,225.0,-0.0008733620704606624,0.0008733620704606624,15
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,21,resp_14C,resp_delta14C,resp[22],resp_14C[22],100.25813293457031,282.7997741699219,104.24925994873047,15.0,225.0,-0.0008592901199844339,0.0008592901199844339,17
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,22,resp_14C,resp_delta14C,resp[23],resp_14C[23],99.98873901367188,277.275390625,103.07030487060547,15.0,225.0,-0.0008651217751842625,0.0008651217751842625,16
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,23,resp_14C,resp_delta14C,resp[24],resp_14C[24],104.9538345336914,283.1192626953125,100.32575225830078,15.0,225.0,-0.0011040101165397575,0.0011040101165397575,5
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,24,resp_14C,resp_delta14C,resp[25],resp_14C[25],91.1726303100586,273.7500915527344,99.00109100341797,15.0,225.0,-0.0010433860751187598,0.0010433860751187598,6
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,25,resp_14C,resp_delta14C,resp[26],resp_14C[26],102.58723449707031,264.3684997558594,97.6373062133789,15.0,225.0,-0.0009850018384610579,0.0009850018384610579,7
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,26,resp_14C,resp_delta14C,resp[27],resp_14C[27],105.08200073242188,254.3699188232422,95.97330474853516,15.0,225.0,-0.0009319066742956824,0.0009319066742956824,8
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,27,resp_14C,resp_delta14C,resp[28],resp_14C[28],117.83086395263672,254.2222137451172,95.93190002441406,15.0,225.0,-0.0009318317431651364,0.0009318317431651364,9
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,28,resp_14C,resp_delta14C,resp[29],resp_14C[29],86.36949920654297,217.25071716308594,81.06224060058594,15.0,225.0,-0.0007720413530745356,0.0007720413530745356,19
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,29,resp_14C,resp_delta14C,resp[30],resp_14C[30],68.09839630126953,203.5430450439453,65.74876403808594,15.0,225.0,-0.0002889442806676962,0.0002889442806676962,32
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,30,resp_14C,resp_delta14C,resp[31],resp_14C[31],69.05946350097656,196.36236572265625,64.53846740722656,15.0,225.0,-0.00021397929807912076,0.00021397929807912076,35
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,31,resp_14C,resp_delta14C,resp[32],resp_14C[32],49.174835205078125,194.8347930908203,63.55397415161133,15.0,225.0,-0.00016670207405234918,0.00016670207405234918,36
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,32,resp_14C,resp_delta14C,resp[33],resp_14C[33],70.2677993774414,197.75401306152344,62.33152389526367,15.0,225.0,-0.00011643840068390944,0.00011643840068390944,40
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,33,resp_14C,resp_delta14C,resp[34],resp_14C[34],69.19176483154297,184.539794921875,59.58330535888672,15.0,225.0,3.6247767913554895e-05,3.6247767913554895e-05,44
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,34,resp_14C,resp_delta14C,resp[35],resp_14C[35],79.25586700439453,187.20851135253906,59.323665618896484,15.0,225.0,4.745525433872892e-05,4.745525433872892e-05,43
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,35,resp_14C,resp_delta14C,resp[36],resp_14C[36],81.99440002441406,196.52978515625,58.75614547729492,15.0,225.0,7.254667673328254e-05,7.254667673328254e-05,42
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,36,resp_14C,resp_delta14C,resp[37],resp_14C[37],70.0555648803711,174.48721313476562,55.94802474975586,15.0,225.0,0.00021828777377596472,0.00021828777377596472,34
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,37,resp_14C,resp_delta14C,resp[38],resp_14C[38],68.07653045654297,174.2688446044922,55.530399322509766,15.0,225.0,0.00023935772814673054,0.00023935772814673054,33
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,38,resp_14C,resp_delta14C,resp[39],resp_14C[39],70.96666717529297,175.1734161376953,54.021324157714844,15.0,225.0,0.00032090444596208215,0.00032090444596208215,31
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,39,resp_14C,resp_delta14C,resp[40],resp_14C[40],67.48580169677734,168.19500732421875,52.88175582885742,15.0,225.0,0.00036953553975495367,0.00036953553975495367,30
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,40,resp_14C,resp_delta14C,resp[41],resp_14C[41],61.942665100097656,169.115478515625,50.361637115478516,15.0,225.0,0.0005135989864098853,0.0005135989864098853,27
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,41,c_stock,C_stocks,C[1],c_stock[1],2035.449951171875,1091.6514892578125,1216.065185546875,624.3914537371568,389864.6875,-7.031712159433465e-06,7.031712159433465e-06,47
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,42,c_stock,C_stocks,C[2],c_stock[2],5551.34716796875,2752.367431640625,4155.62890625,1562.6807895408454,2441971.25,-2.2005923193594257e-07,2.2005923193594257e-07,49
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,43,c_stock,C_stocks,C[3],c_stock[3],4953.3837890625,1390.5198974609375,4967.63427734375,1545.2521638878231,2387804.25,-1.8742352139918633e-08,1.8742352139918633e-08,50
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,44,israd_soil_active_1996,pool_delta14C,israd_active_1996,israd_soil_active_1996,29.563507080078125,284.2281799316406,164.91644287109375,35.5226445576225,1261.8582763671875,0.0018929456985552098,0.0018929456985552098,2
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,45,israd_soil_active_2007,pool_delta14C,israd_active_2007,israd_soil_active_2007,15.806249618530273,67.50889587402344,66.20610809326172,21.24855952148948,451.50128173828125,0.00011763270467741369,0.00011763270467741369,39
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,46,israd_soil_active_2011,pool_delta14C,israd_active_2011,israd_soil_active_2011,63.67599868774414,46.45952224731445,47.23358154296875,15.0,225.0,-3.269546474277177e-05,3.269546474277177e-05,45
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,47,israd_soil_passive_1996,pool_delta14C,israd_passive_1996,israd_soil_passive_1996,-74.4139404296875,2316.31884765625,-69.30477905273438,27.447183833512412,753.347900390625,-6.661445573810173e-06,6.661445573810173e-06,48
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,48,israd_soil_passive_2007,pool_delta14C,israd_passive_2007,israd_soil_passive_2007,-86.4000015258789,2191.39794921875,-67.81243133544922,29.18437044082575,851.7274780273438,0.00012862554917683118,0.00012862554917683118,37
Harvard Forest,US-Ha1,3,log_f_transfer[soil_active→soil_slow],$f_{\mathrm{a\to s}}$,49,israd_soil_slow_2011,pool_delta14C,israd_slow_2011,israd_soil_slow_2011,1.124901533126831,399.896240234375,56.8382682800293,16.031945761887712,257.0232849121094,0.0023042096139973003,0.0023042096139973003,1
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,0,resp_14C,resp_delta14C,resp[1],resp_14C[1],136.4397430419922,401.5320739746094,139.88217163085938,15.0,225.0,0.00014767639640579668,0.00014767639640579668,19
Harvard Forest,US-Ha1,4,log_f_transfer[soil_slow→soil_passive],$f_{\mathrm{s\to p}}$,1,resp_14C,resp_delta14C,resp[2],resp_14C[2],137.98480224609375,379.51458740234375,135.53135681152344,15.0,225.0,0.00011737707396311794,0.00011737707396311794,24
