site,site_id,obs_index,plot_label_short,obs_label_full,obs_block_name,obs_family,pool_name,sampling_date,sampling_year_decimal,measurement_year,model_eval_date,sampling_time_index,physical_meaning,units,y_obs,y_prior,y_opt,obs_sigma,obs_variance
Howland Forest,US-Ho1,24,density:passive_1996,israd_density_soil_passive_1996,israd_density_soil_passive_1996,pool_delta14C,soil_passive,1996 (measurement year),1996.0,1996,1996-07-02,182,ISRaD density-fraction Δ¹⁴C isolating the soil_passive kinetic pool,per mil (‰),-78.66666412353516,415.385498046875,-15.06609058380127,24.88492068188585,619.25927734375
Howland Forest,US-Ho1,25,density:passive_1997,israd_density_soil_passive_1997,israd_density_soil_passive_1997,pool_delta14C,soil_passive,1997 (measurement year),1997.0,1997,1997-07-02,547,ISRaD density-fraction Δ¹⁴C isolating the soil_passive kinetic pool,per mil (‰),-68.0,413.7722473144531,-15.14565372467041,27.617928959282953,762.75
Eight-mile Lake,US-EML,0,resp[1],resp_14C[1],resp_14C,resp_delta14C,flux-weighted (all pools),2008-01-02,2008.001,2008,2008-01-02,0,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),60.689998626708984,5941.79833984375,54.07278060913086,20.0,400.0
Eight-mile Lake,US-EML,1,resp[2],resp_14C[2],resp_14C,resp_delta14C,flux-weighted (all pools),2008-05-17,2008.374,2008,2008-05-17,136,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),61.182220458984375,5873.0283203125,54.03875732421875,20.0,400.0
Eight-mile Lake,US-EML,2,resp[3],resp_14C[3],resp_14C,resp_delta14C,flux-weighted (all pools),2008-06-17,2008.459,2008,2008-06-17,167,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),62.669090270996094,5808.20166015625,54.02235794067383,20.0,400.0
Eight-mile Lake,US-EML,3,resp[4],resp_14C[4],resp_14C,resp_delta14C,flux-weighted (all pools),2008-07-17,2008.541,2008,2008-07-17,197,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),55.01599884033203,5707.9296875,54.00114440917969,20.0,400.0
Eight-mile Lake,US-EML,4,resp[5],resp_14C[5],resp_14C,resp_delta14C,flux-weighted (all pools),2008-08-17,2008.626,2008,2008-08-17,228,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),48.92399978637695,5632.81884765625,53.9825325012207,20.0,400.0
Eight-mile Lake,US-EML,5,resp[6],resp_14C[6],resp_14C,resp_delta14C,flux-weighted (all pools),2008-09-16,2008.708,2008,2008-09-16,258,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),42.89666748046875,5588.30419921875,53.96870040893555,20.0,400.0
Eight-mile Lake,US-EML,6,resp[7],resp_14C[7],resp_14C,resp_delta14C,flux-weighted (all pools),2009-05-18,2009.376,2009,2009-05-18,502,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),62.11249923706055,5550.14404296875,53.7387580871582,20.0,400.0
Eight-mile Lake,US-EML,7,resp[8],resp_14C[8],resp_14C,resp_delta14C,flux-weighted (all pools),2009-07-18,2009.543,2009,2009-07-18,563,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),54.93363571166992,5379.77294921875,53.681217193603516,20.0,400.0
Eight-mile Lake,US-EML,8,resp[9],resp_14C[9],resp_14C,resp_delta14C,flux-weighted (all pools),2009-09-16,2009.707,2009,2009-09-16,623,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),53.12727355957031,5262.10400390625,53.63825607299805,20.0,400.0
Eight-mile Lake,US-EML,9,resp[10],resp_14C[10],resp_14C,resp_delta14C,flux-weighted (all pools),2010-08-17,2010.624,2010,2010-08-17,958,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),13.296667098999023,5002.154296875,53.231109619140625,20.0,400.0
Eight-mile Lake,US-EML,10,resp[11],resp_14C[11],resp_14C,resp_delta14C,flux-weighted (all pools),2011-08-18,2011.626,2011,2011-08-18,1324,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),43.8025016784668,4758.28369140625,52.91923904418945,20.0,400.0
Eight-mile Lake,US-EML,11,resp[12],resp_14C[12],resp_14C,resp_delta14C,flux-weighted (all pools),2012-08-17,2012.626,2012,2012-08-17,1689,"Respired CO₂ Δ¹⁴C, flux-weighted (C/τ) mean across all soil pools, at this sampling date",per mil (‰),38.830833435058594,4521.138671875,52.52912521362305,20.0,400.0
Eight-mile Lake,US-EML,12,C[1],c_stock[1],c_stock,C_stocks,soil_active,time-mean (full simulated record),,,time-mean (full simulated record),,Time-mean carbon stock of the soil_active pool,gC m⁻²,23702.927734375,2651.361083984375,21624.28125,8506.453079868248,72359744.0
Eight-mile Lake,US-EML,13,C[2],c_stock[2],c_stock,C_stocks,soil_slow,time-mean (full simulated record),,,time-mean (full simulated record),,Time-mean carbon stock of the soil_slow pool,gC m⁻²,10989.9365234375,9033.87890625,5279.83251953125,4325.827550885495,18712784.0
Eight-mile Lake,US-EML,14,C[3],c_stock[3],c_stock,C_stocks,soil_passive,time-mean (full simulated record),,,time-mean (full simulated record),,Time-mean carbon stock of the soil_passive pool,gC m⁻²,12218.2587890625,7228.06884765625,11673.431640625,8676.17381107594,75275992.0
Eight-mile Lake,US-EML,15,layer:active,israd_layer_soil_active,israd_layer_soil_active,pool_delta14C,soil_active,2008-01-02,2008.001,2008,2008-01-02,0,ISRaD bulk soil-layer Δ¹⁴C mapped to the soil_active pool by depth,per mil (‰),-57.28982162475586,7244.72314453125,29.882474899291992,33.460245257548735,1119.5880126953125
Eight-mile Lake,US-EML,16,layer:slow,israd_layer_soil_slow,israd_layer_soil_slow,pool_delta14C,soil_slow,2008-01-02,2008.001,2008,2008-01-02,0,ISRaD bulk soil-layer Δ¹⁴C mapped to the soil_slow pool by depth,per mil (‰),-391.0356140136719,-259.04302978515625,267.9815673828125,174.4508235685633,30433.08984375
Eight-mile Lake,US-EML,17,layer:passive,israd_layer_soil_passive,israd_layer_soil_passive,pool_delta14C,soil_passive,2008-01-02,2008.001,2008,2008-01-02,0,ISRaD bulk soil-layer Δ¹⁴C mapped to the soil_passive pool by depth,per mil (‰),-579.0341796875,-288.3943176269531,-559.3822631835938,104.56596957035066,10934.0419921875
Eight-mile Lake,US-EML,18,macro:active_2004,israd_macrofossil_soil_active_2004,israd_macrofossil_soil_active_2004,pool_delta14C,soil_active,2004 (measurement year),2004.0,2004,2008-01-02,0,ISRaD macrofossil Δ¹⁴C mapped to the soil_active pool,per mil (‰),238.0065155029297,7244.72314453125,29.882474899291992,35.25952192980997,1243.23388671875
Eight-mile Lake,US-EML,19,macro:slow_2004,israd_macrofossil_soil_slow_2004,israd_macrofossil_soil_slow_2004,pool_delta14C,soil_slow,2004 (measurement year),2004.0,2004,2008-01-02,0,ISRaD macrofossil Δ¹⁴C mapped to the soil_slow pool,per mil (‰),367.9891357421875,-259.04302978515625,267.9815673828125,51.37374067039259,2639.26123046875
