site,biome,pathway,converged,n_obs,n_14c_blocks,dfs_total,dfs_tau,ur_tau_mean,ur_tau_active,ur_tau_slow,ur_tau_passive,J_final
Fichtelgeberge,cool temperate Spodosol forest,combined,True,10,9,0.4998140372340528,0.22701594233512878,0.03862113177366807,0.05105268175618727,0.0338997316094517,0.030910981955365235,24.33875846862793
Polar Desert,polar desert tundra Gelisol,combined,True,2,1,0.6894255913799974,0.44294295832514763,0.07849366371514148,0.01484511252247156,0.06873385040154101,0.15190202822141186,3.14825701713562
Fazenda Victoria,tropical Oxisol forest-pasture mosaic,combined,True,5,4,0.7823977917436734,0.4339006394147873,0.07575236415008875,0.029530390191816025,0.10870109087731417,0.08902561138113607,38.09280776977539
Sedgwick Reserve,warm mediterranean rangeland grassland,combined,True,6,5,0.6875937543814988,0.3800300844013691,0.06634473272997221,0.012866630287288738,0.10956967122276118,0.07659789667986672,85.10509490966797
GA-450-C,warm semi-arid shrubland Mollisol,combined,True,5,4,0.7404004633428146,0.41953590512275696,0.07298541624317605,0.06660712579635808,0.11034402525961429,0.04200509767355576,3.933809995651245
GA-740-C,warm semi-arid shrubland Vertisol,combined,True,5,4,0.69366157799989,0.3978771045804024,0.0687566710723941,0.06304400650981334,0.08630411049973252,0.056921896207636435,2.250514268875122
Maui,wet montane tropical volcanic forest,combined,True,5,4,0.543931808322959,0.22134939208626747,0.03812844858305231,0.00674786953466866,0.025685081548068922,0.08195239466641935,31.261199951171875
