ecosystem,observation_subset,draw,year,carbon_loss,excess_respiration,slow_excess_respiration,slow_fraction_of_excess_respiration
Eight-mile Lake,stocks_only,2,100,3931.6556396484375,3932.481077323612,137.08871412348785,0.034860616345746887
Eight-mile Lake,stocks_only,3,100,3782.6717529296875,3783.4437772827528,146.24720674442204,0.03865452094796448
Eight-mile Lake,stocks_only,4,100,3782.6717529296875,3783.4437772827528,146.24720674442204,0.03865452094796448
Eight-mile Lake,stocks_only,5,100,3782.6717529296875,3783.4437772827528,146.24720674442204,0.03865452094796448
Eight-mile Lake,stocks_only,6,100,3583.35888671875,3584.0245405626806,150.644931201257,0.042032338087061825
Eight-mile Lake,stocks_only,7,100,3390.1900634765625,3390.817500046897,176.16309145909423,0.05195298521865532
Eight-mile Lake,stocks_only,8,100,3841.3466796875,3842.7872442384473,222.30518568549041,0.05784998532479157
Eight-mile Lake,stocks_only,9,100,4045.244873046875,4046.6170090118894,243.30143099074988,0.06012464991100299
Eight-mile Lake,stocks_only,10,100,4236.265869140625,4237.484244558956,258.22945459345044,0.06093933090725329
Eight-mile Lake,stocks_only,11,100,4135.839599609375,4136.955207151787,278.8574711671248,0.06740645165435878
Eight-mile Lake,soil14c_only,0,100,8498.36962890625,8499.702790849546,148.62344874649636,0.017485723019221175
Eight-mile Lake,soil14c_only,1,100,8450.146484375,8451.547479781193,138.41092594098671,0.01637699205643818
Eight-mile Lake,soil14c_only,2,100,8406.20166015625,8407.705060932883,152.65350799049776,0.01815638237594885
Eight-mile Lake,soil14c_only,3,100,8452.326171875,8453.741815301508,153.51104200010175,0.01815894610387113
Eight-mile Lake,soil14c_only,4,100,8399.13232421875,8400.50315173138,173.76353628705075,0.020684896267342906
Eight-mile Lake,soil14c_only,5,100,8399.13232421875,8400.50315173138,173.76353628705075,0.020684896267342906
Eight-mile Lake,soil14c_only,6,100,8312.76806640625,8314.006459528786,186.1536362786759,0.02239036464366983
Eight-mile Lake,soil14c_only,7,100,8297.1025390625,8298.279376947528,177.87308027207277,0.021434935146459517
Eight-mile Lake,soil14c_only,8,100,8383.6396484375,8385.112481547982,179.1911353206567,0.021370152841119205
Eight-mile Lake,soil14c_only,9,100,8469.82373046875,8471.161720837395,200.243142653561,0.023638215070431505
Eight-mile Lake,soil14c_only,10,100,8469.82373046875,8471.161720837395,200.243142653561,0.023638215070431505
Eight-mile Lake,soil14c_only,11,100,8453.13671875,8454.503947875386,204.35698431409935,0.024171374875926837
Eight-mile Lake,resp14c_only,0,100,8407.6455078125,8408.058539689198,198.35567668636625,0.02359113887588352
Eight-mile Lake,resp14c_only,1,100,8441.138671875,8441.522691628448,192.529898014274,0.022807484508121745
Eight-mile Lake,resp14c_only,2,100,8414.5849609375,8415.814980147103,211.09492953508783,0.02508312386061962
Eight-mile Lake,resp14c_only,3,100,8592.658203125,8593.830155076028,240.8513314960871,0.028026075352888605
Eight-mile Lake,resp14c_only,4,100,8530.240234375,8531.92748290076,190.24008655774327,0.022297433603252304
Eight-mile Lake,resp14c_only,5,100,8592.658203125,8593.904953853107,229.99236998956908,0.026762265957625143
Eight-mile Lake,resp14c_only,6,100,8569.8544921875,8571.577491823631,193.1357416493329,0.022532111718474666
Eight-mile Lake,resp14c_only,7,100,8718.095703125,8719.65207308828,255.1656358353759,0.02926328180259636
Eight-mile Lake,resp14c_only,8,100,8737.3271484375,8741.038513071328,337.6684213795662,0.03863024066014784
Eight-mile Lake,resp14c_only,9,100,8737.3271484375,8741.038513071328,337.6684213795662,0.03863024066014784
Eight-mile Lake,resp14c_only,10,100,8947.18359375,8950.512390786178,301.31088359764453,0.033664093232005296
Eight-mile Lake,resp14c_only,11,100,8845.830078125,8849.403404959752,269.19196388202323,0.03041922167670099
Eight-mile Lake,stocks_soil14c,0,100,8696.8046875,8698.326396730516,158.6593165812832,0.01824021189190133
Eight-mile Lake,stocks_soil14c,1,100,8696.8046875,8698.326396730516,158.6593165812832,0.01824021189190133
Eight-mile Lake,stocks_soil14c,2,100,8696.8046875,8698.326396730516,158.6593165812832,0.01824021189190133
Eight-mile Lake,stocks_soil14c,3,100,8603.70458984375,8605.229197701807,130.9271973437522,0.015214841387225205
Eight-mile Lake,stocks_soil14c,4,100,8520.71484375,8522.275182368045,129.36745522325802,0.015179919969130977
Eight-mile Lake,stocks_soil14c,5,100,8520.71484375,8522.275182368045,129.36745522325802,0.015179919969130977
Eight-mile Lake,stocks_soil14c,6,100,8617.21337890625,8618.422162194367,145.14112437618746,0.016840800049557163
Eight-mile Lake,stocks_soil14c,7,100,8671.47607421875,8672.721844683774,146.151581402246,0.016851870037989786
Eight-mile Lake,stocks_soil14c,8,100,8671.47607421875,8672.721844683774,146.151581402246,0.016851870037989786
Eight-mile Lake,stocks_soil14c,9,100,8600.18798828125,8601.67228771921,166.97988058722973,0.0194124903858091
Eight-mile Lake,stocks_soil14c,10,100,8613.12255859375,8614.696811903155,176.87919160445696,0.020532259633334778
Eight-mile Lake,stocks_soil14c,11,100,8622.9619140625,8624.487641421994,214.72856905170988,0.02489754498811082
Eight-mile Lake,stocks_resp14c,0,100,8400.6943359375,8402.093741113764,183.59130221793947,0.021850661022689684
Eight-mile Lake,stocks_resp14c,1,100,8430.0693359375,8431.434060720796,172.59375988582502,0.020470273341741597
Eight-mile Lake,stocks_resp14c,2,100,8430.0693359375,8431.434060720796,172.59375988582502,0.020470273341741597
Eight-mile Lake,stocks_resp14c,3,100,8384.4794921875,8385.756532714915,190.2565324011182,0.022688058216200326
Eight-mile Lake,stocks_resp14c,4,100,8384.4794921875,8385.756532714915,190.2565324011182,0.022688058216200326
Eight-mile Lake,stocks_resp14c,5,100,8316.0400390625,8317.528145570626,163.3522869799338,0.019639523199801206
Eight-mile Lake,stocks_resp14c,6,100,8321.9755859375,8323.671565692368,145.21260568210104,0.017445739483597966
Eight-mile Lake,stocks_resp14c,7,100,8265.6103515625,8267.582760098374,139.2931015378485,0.016848104891083193
Eight-mile Lake,stocks_resp14c,8,100,8215.8203125,8218.062399853303,145.93420917044728,0.017757739241923046
Eight-mile Lake,stocks_resp14c,9,100,8177.20751953125,8177.865407283623,119.90298642993223,0.014661892860591778
Eight-mile Lake,stocks_resp14c,10,100,8177.20751953125,8177.865407283623,119.90298642993223,0.014661892860591778
Eight-mile Lake,stocks_resp14c,11,100,8177.20751953125,8177.865407283623,119.90298642993223,0.014661892860591778
Eight-mile Lake,all_observations,0,100,8184.671875,8186.227128597375,134.35878905939506,0.01641278539536638
Eight-mile Lake,all_observations,1,100,8184.671875,8186.227128597375,134.35878905939506,0.01641278539536638
Eight-mile Lake,all_observations,2,100,8184.671875,8186.227128597375,134.35878905939506,0.01641278539536638
Eight-mile Lake,all_observations,3,100,8236.119140625,8237.46483757151,137.78588288024196,0.016726733964531577
Eight-mile Lake,all_observations,4,100,8288.20947265625,8289.610582860412,128.62008056242666,0.015515816970746657
Eight-mile Lake,all_observations,5,100,8288.20947265625,8289.610582860412,128.62008056242666,0.015515816970746657
Eight-mile Lake,all_observations,6,100,8288.20947265625,8289.610582860412,128.62008056242666,0.015515816970746657
Eight-mile Lake,all_observations,7,100,8305.1884765625,8306.562840269638,121.45849519894558,0.014621991976046128
Eight-mile Lake,all_observations,8,100,8305.1884765625,8306.562840269638,121.45849519894558,0.014621991976046128
Eight-mile Lake,all_observations,9,100,8305.1884765625,8306.562840269638,121.45849519894558,0.014621991976046128
Eight-mile Lake,all_observations,10,100,8204.90966796875,8206.689889356647,103.0325882208939,0.012554707148678554
Eight-mile Lake,all_observations,11,100,8255.4951171875,8257.606235400555,88.96128959896853,0.010773254023374155
