ecosystem,observation_subset,observation_subset_label,draw,mode,turnover_time_years,decomposition_rate_per_year,carbon_stock,respiration_fraction
Harvard Forest,prior_only,Prior,10,intermediate,28.30303955470626,0.0353318942323182,5160.5009765625,0.31451223269675443
Harvard Forest,prior_only,Prior,10,slow,147.52263539276026,0.0067786207678409965,1192.996826171875,0.014838113086742615
Harvard Forest,prior_only,Prior,11,fast,1.9481252874105555,0.5133140083249975,1085.117431640625,0.7965079226767566
Harvard Forest,prior_only,Prior,11,intermediate,13.387220166870227,0.07469810666703841,1510.8218994140625,0.17018121039892165
Harvard Forest,prior_only,Prior,11,slow,67.21102978084326,0.014878510316844212,1224.192138671875,0.03331086692432167
Harvard Forest,stocks_only,Stocks,0,fast,2.5547776109313585,0.3914235022732348,1423.0263671875,0.7114342867179336
Harvard Forest,stocks_only,Stocks,0,intermediate,28.813222161344076,0.034706288467160874,4596.517578125,0.2578452752142273
Harvard Forest,stocks_only,Stocks,0,slow,153.05805513792035,0.006533468618158657,2562.2314453125,0.03072043806783905
Harvard Forest,stocks_only,Stocks,1,fast,2.4858549900717994,0.40227607965624607,1384.6361083984375,0.6986241301266547
Harvard Forest,stocks_only,Stocks,1,intermediate,27.29880878150681,0.036631635028611054,4551.1376953125,0.27324483180466
Harvard Forest,stocks_only,Stocks,1,slow,143.21761667019717,0.006982381240869334,2195.85888671875,0.028131038068685173
Harvard Forest,stocks_only,Stocks,2,fast,2.4858549900717994,0.40227607965624607,1384.6361083984375,0.6986241301266547
Harvard Forest,stocks_only,Stocks,2,intermediate,27.29880878150681,0.036631635028611054,4551.1376953125,0.27324483180466
Harvard Forest,stocks_only,Stocks,2,slow,143.21761667019717,0.006982381240869334,2195.85888671875,0.028131038068685173
Harvard Forest,stocks_only,Stocks,3,fast,2.4955272326749856,0.4007169254282543,1390.0235595703125,0.676247337119184
Harvard Forest,stocks_only,Stocks,3,intermediate,26.228383165897476,0.03812663532002287,4699.76611328125,0.2953984710030332
Harvard Forest,stocks_only,Stocks,3,slow,134.83618897795947,0.007416406586242671,2084.410888671875,0.0283541918777827
Harvard Forest,stocks_only,Stocks,4,fast,2.4955272326749856,0.4007169254282543,1390.0235595703125,0.676247337119184
Harvard Forest,stocks_only,Stocks,4,intermediate,26.228383165897476,0.03812663532002287,4699.76611328125,0.2953984710030332
Harvard Forest,stocks_only,Stocks,4,slow,134.83618897795947,0.007416406586242671,2084.410888671875,0.0283541918777827
Harvard Forest,stocks_only,Stocks,5,fast,2.1449538846022795,0.46621048926906017,1194.752197265625,0.6782262295775078
Harvard Forest,stocks_only,Stocks,5,intermediate,22.758294924484243,0.04394002289354998,4056.389892578125,0.29222606562159287
Harvard Forest,stocks_only,Stocks,5,slow,136.0552978418914,0.00734995267264117,2191.734619140625,0.029547704800899327
Harvard Forest,stocks_only,Stocks,6,fast,2.3193067479805567,0.4311633210530301,1291.86767578125,0.6409349762319622
Harvard Forest,stocks_only,Stocks,6,intermediate,22.377443620883803,0.044687856975170644,4452.671875,0.328850214132298
Harvard Forest,stocks_only,Stocks,6,slow,130.98380581531094,0.0076345315649937245,2158.40283203125,0.030214809635739675
Harvard Forest,stocks_only,Stocks,7,fast,2.3193067479805567,0.4311633210530301,1291.86767578125,0.6409349762319622
Harvard Forest,stocks_only,Stocks,7,intermediate,22.377443620883803,0.044687856975170644,4452.671875,0.328850214132298
Harvard Forest,stocks_only,Stocks,7,slow,130.98380581531094,0.0076345315649937245,2158.40283203125,0.030214809635739675
Harvard Forest,stocks_only,Stocks,8,fast,2.3460340063176734,0.4262512808028714,1306.7550048828125,0.6124961219818598
Harvard Forest,stocks_only,Stocks,8,intermediate,24.349605207109423,0.04106842766009312,5228.14990234375,0.3569253331830207
Harvard Forest,stocks_only,Stocks,8,slow,122.51792745800194,0.008162070814842923,2044.1431884765625,0.030578544835119553
Harvard Forest,stocks_only,Stocks,9,fast,2.3911671932033456,0.4182058046139142,1331.8944091796875,0.6052034375887703
Harvard Forest,stocks_only,Stocks,9,intermediate,22.058853118444198,0.04533327252466558,4827.9248046875,0.36297823242982674
Harvard Forest,stocks_only,Stocks,9,slow,119.84027066119131,0.008344440432942354,2080.629150390625,0.031818329981403035
Harvard Forest,stocks_only,Stocks,10,fast,2.474893423749609,0.4040578032184276,1378.5303955078125,0.5948849090733802
Harvard Forest,stocks_only,Stocks,10,intermediate,21.55114852974426,0.04640123929450115,4841.19775390625,0.3754336078736807
Harvard Forest,stocks_only,Stocks,10,slow,129.88406712121363,0.007699173749053879,2103.04736328125,0.02968148305293898
Harvard Forest,stocks_only,Stocks,11,fast,2.383719644251344,0.4195124214425269,1327.74609375,0.5960310236293763
Harvard Forest,stocks_only,Stocks,11,intermediate,20.664078803524383,0.04839315652577961,4629.357421875,0.3714043601138695
Harvard Forest,stocks_only,Stocks,11,slow,138.0611207285232,0.007243168784399137,2451.9931640625,0.03256461625675408
Harvard Forest,soil14c_only,Soil 14C,0,fast,2.63739874032615,0.3791614763099252,1469.0467529296875,0.6019435639136881
Harvard Forest,soil14c_only,Soil 14C,0,intermediate,21.378889042905104,0.04677511530150649,4712.4306640625,0.31888337667576083
Harvard Forest,soil14c_only,Soil 14C,0,slow,116.16613423541826,0.008608360832369912,5022.77490234375,0.0791730594105511
Harvard Forest,soil14c_only,Soil 14C,1,fast,2.63739874032615,0.3791614763099252,1469.0467529296875,0.6019435639136881
Harvard Forest,soil14c_only,Soil 14C,1,intermediate,21.378889042905104,0.04677511530150649,4712.4306640625,0.31888337667576083
Harvard Forest,soil14c_only,Soil 14C,1,slow,116.16613423541826,0.008608360832369912,5022.77490234375,0.0791730594105511
Harvard Forest,soil14c_only,Soil 14C,2,fast,2.646320187576293,0.3778832224062343,1474.01611328125,0.5740261391027969
Harvard Forest,soil14c_only,Soil 14C,2,intermediate,20.009697617127006,0.04997576770695748,4722.6083984375,0.34067797032359487
Harvard Forest,soil14c_only,Soil 14C,2,slow,106.19679786779612,0.009416479781668137,4949.54833984375,0.08529589057360816
Harvard Forest,soil14c_only,Soil 14C,3,fast,2.599927862606695,0.3846260561234946,1448.17529296875,0.5803849332735066
Harvard Forest,soil14c_only,Soil 14C,3,intermediate,20.373903320429246,0.0490823964496427,4736.13720703125,0.33500028844919455
Harvard Forest,soil14c_only,Soil 14C,3,slow,107.65559766665326,0.00928888066829946,4977.1044921875,0.08461477827729891
Harvard Forest,soil14c_only,Soil 14C,4,fast,2.6465372370501807,0.37785223121009087,1474.136962890625,0.6033910217075575
Harvard Forest,soil14c_only,Soil 14C,4,intermediate,21.520895543557923,0.04646646780920511,4725.93994140625,0.3141747681134045
Harvard Forest,soil14c_only,Soil 14C,4,slow,110.07664614392732,0.009084579109473238,4956.65966796875,0.08243421017903796
Harvard Forest,soil14c_only,Soil 14C,5,fast,2.6230320932303965,0.3812381871273445,1461.0445556640625,0.6089470118148955
Harvard Forest,soil14c_only,Soil 14C,5,intermediate,21.952599707752324,0.04555269140387327,4752.953125,0.31378385156263255
Harvard Forest,soil14c_only,Soil 14C,5,slow,117.22985466011116,0.008530250275404135,4946.42333984375,0.07726913662247199
Harvard Forest,soil14c_only,Soil 14C,6,fast,2.6230320932303965,0.3812381871273445,1461.0445556640625,0.6089470118148955
Harvard Forest,soil14c_only,Soil 14C,6,intermediate,21.952599707752324,0.04555269140387327,4752.953125,0.31378385156263255
Harvard Forest,soil14c_only,Soil 14C,6,slow,117.22985466011116,0.008530250275404135,4946.42333984375,0.07726913662247199
Harvard Forest,soil14c_only,Soil 14C,7,fast,2.641033219155028,0.37863969023454386,1471.0712890625,0.5941743224984433
Harvard Forest,soil14c_only,Soil 14C,7,intermediate,20.753009344234506,0.048185782765901124,4665.0234375,0.32794109191731463
Harvard Forest,soil14c_only,Soil 14C,7,slow,115.78687409748925,0.008636557535511569,4924.9521484375,0.07788458558424217
Harvard Forest,soil14c_only,Soil 14C,8,fast,2.671350801225046,0.3743424485999417,1487.9583740234375,0.5976451899301001
Harvard Forest,soil14c_only,Soil 14C,8,intermediate,20.71522201732734,0.04827368005824633,4615.74658203125,0.3163174769347433
Harvard Forest,soil14c_only,Soil 14C,8,slow,103.8055315837204,0.009633397996651923,4880.0341796875,0.08603733313515664
Harvard Forest,soil14c_only,Soil 14C,9,fast,2.656699127675673,0.37640694408436565,1479.7972412109375,0.5966803932287735
Harvard Forest,soil14c_only,Soil 14C,9,intermediate,20.57380265218905,0.04860550171038022,4595.46435546875,0.3175040289278118
Harvard Forest,soil14c_only,Soil 14C,9,slow,103.6695992388255,0.009646029379319604,4861.1201171875,0.08581557784341437
Harvard Forest,soil14c_only,Soil 14C,10,fast,2.650299308997606,0.37731587394867455,1476.2325439453125,0.5513174448569794
Harvard Forest,soil14c_only,Soil 14C,10,intermediate,18.414206148925157,0.05430589795250936,4581.060546875,0.36951579462753936
Harvard Forest,soil14c_only,Soil 14C,10,slow,112.01213478932662,0.008927604155396274,4844.27392578125,0.07916676051548126
Harvard Forest,soil14c_only,Soil 14C,11,fast,2.650299308997606,0.37731587394867455,1476.2325439453125,0.5513174448569794
Harvard Forest,soil14c_only,Soil 14C,11,intermediate,18.414206148925157,0.05430589795250936,4581.060546875,0.36951579462753936
Harvard Forest,soil14c_only,Soil 14C,11,slow,112.01213478932662,0.008927604155396274,4844.27392578125,0.07916676051548126
Harvard Forest,resp14c_only,Respired 14C,0,fast,2.2330308124041465,0.44782185469414576,1243.8115234375,0.6632984940167552
Harvard Forest,resp14c_only,Respired 14C,0,intermediate,25.169955728855157,0.03972990698802014,4693.06103515625,0.31019054991240463
Harvard Forest,resp14c_only,Respired 14C,0,slow,119.99340083129336,0.008333791634141332,1735.1092529296875,0.026510956070839992
Harvard Forest,resp14c_only,Respired 14C,1,fast,2.2330308124041465,0.44782185469414576,1243.8115234375,0.6632984940167552
Harvard Forest,resp14c_only,Respired 14C,1,intermediate,25.169955728855157,0.03972990698802014,4693.06103515625,0.31019054991240463
Harvard Forest,resp14c_only,Respired 14C,1,slow,119.99340083129336,0.008333791634141332,1735.1092529296875,0.026510956070839992
Harvard Forest,resp14c_only,Respired 14C,2,fast,2.2379822530242444,0.44683106787315835,1246.569580078125,0.6708169951135448
Harvard Forest,resp14c_only,Respired 14C,2,intermediate,25.671725245702323,0.03895336174055575,4679.8955078125,0.3102366633582983
Harvard Forest,resp14c_only,Respired 14C,2,slow,142.936531962655,0.006996112094431323,1476.1397705078125,0.018946341528156857
Harvard Forest,resp14c_only,Respired 14C,3,fast,2.2379822530242444,0.44683106787315835,1246.569580078125,0.6708169951135448
Harvard Forest,resp14c_only,Respired 14C,3,intermediate,25.671725245702323,0.03895336174055575,4679.8955078125,0.3102366633582983
Harvard Forest,resp14c_only,Respired 14C,3,slow,142.936531962655,0.006996112094431323,1476.1397705078125,0.018946341528156857
Harvard Forest,resp14c_only,Respired 14C,4,fast,2.2379822530242444,0.44683106787315835,1246.569580078125,0.6708169951135448
Harvard Forest,resp14c_only,Respired 14C,4,intermediate,25.671725245702323,0.03895336174055575,4679.8955078125,0.3102366633582983
Harvard Forest,resp14c_only,Respired 14C,4,slow,142.936531962655,0.006996112094431323,1476.1397705078125,0.018946341528156857
Harvard Forest,resp14c_only,Respired 14C,5,fast,2.2379822530242444,0.44683106787315835,1246.569580078125,0.6708169951135448
Harvard Forest,resp14c_only,Respired 14C,5,intermediate,25.671725245702323,0.03895336174055575,4679.8955078125,0.3102366633582983
Harvard Forest,resp14c_only,Respired 14C,5,slow,142.936531962655,0.006996112094431323,1476.1397705078125,0.018946341528156857
Harvard Forest,resp14c_only,Respired 14C,6,fast,2.249724957948059,0.4444987803807294,1253.1102294921875,0.6766063997949553
Harvard Forest,resp14c_only,Respired 14C,6,intermediate,26.376151424075868,0.03791303681579606,4722.33740234375,0.30177980231055446
Harvard Forest,resp14c_only,Respired 14C,6,slow,128.57916150968657,0.007777310010881231,1515.2998046875,0.02161379789449024
Harvard Forest,resp14c_only,Respired 14C,7,fast,2.234825708013025,0.44746218750503647,1244.811279296875,0.6546235371604664
Harvard Forest,resp14c_only,Respired 14C,7,intermediate,25.593744859204115,0.03907204692010424,4895.45849609375,0.32066710023038797
Harvard Forest,resp14c_only,Respired 14C,7,slow,101.87155984310688,0.009816282400506159,1373.811767578125,0.024709362609145587
Harvard Forest,resp14c_only,Respired 14C,8,fast,2.234825708013025,0.44746218750503647,1244.811279296875,0.6546235371604664
Harvard Forest,resp14c_only,Respired 14C,8,intermediate,25.593744859204115,0.03907204692010424,4895.45849609375,0.32066710023038797
Harvard Forest,resp14c_only,Respired 14C,8,slow,101.87155984310688,0.009816282400506159,1373.811767578125,0.024709362609145587
Harvard Forest,resp14c_only,Respired 14C,9,fast,2.2507968929446696,0.44428708922363996,1253.707275390625,0.6897302895968638
Harvard Forest,resp14c_only,Respired 14C,9,intermediate,28.71496235159474,0.034825050012453285,4928.69580078125,0.28433238341356615
Harvard Forest,resp14c_only,Respired 14C,9,slow,101.38627787036877,0.009863267702544396,1434.90966796875,0.02593732698956999
Harvard Forest,resp14c_only,Respired 14C,10,fast,2.2507968929446696,0.44428708922363996,1253.707275390625,0.6897302895968638
Harvard Forest,resp14c_only,Respired 14C,10,intermediate,28.71496235159474,0.034825050012453285,4928.69580078125,0.28433238341356615
Harvard Forest,resp14c_only,Respired 14C,10,slow,101.38627787036877,0.009863267702544396,1434.90966796875,0.02593732698956999
Harvard Forest,resp14c_only,Respired 14C,11,fast,2.2591203787868714,0.4426501612707294,1258.3436279296875,0.7081975119081939
Harvard Forest,resp14c_only,Respired 14C,11,intermediate,31.08394808166537,0.03217094551093535,5013.89306640625,0.26410732472064635
Harvard Forest,resp14c_only,Respired 14C,11,slow,94.64283039517818,0.010566040721991632,1430.3917236328125,0.02769516337115961
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,0,fast,2.6287693370212044,0.3804061413517369,1464.240234375,0.742187375148846
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,0,intermediate,30.56103039970102,0.03272140981247095,4349.8056640625,0.21793264788156105
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,0,slow,229.8710231496185,0.004350265580664857,4990.86279296875,0.03987997696959299
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,1,fast,2.6194423714769193,0.38176064145903327,1459.0450439453125,0.7526239273996095
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,1,intermediate,31.72200271510068,0.03152386086657663,4330.06884765625,0.20563928837202705
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,1,slow,218.57101497340358,0.004575172056192735,4966.7236328125,0.04173678422836346
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,2,fast,2.6194423714769193,0.38176064145903327,1459.0450439453125,0.7526239273996095
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,2,intermediate,31.72200271510068,0.03152386086657663,4330.06884765625,0.20563928837202705
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,2,slow,218.57101497340358,0.004575172056192735,4966.7236328125,0.04173678422836346
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,3,fast,2.635501689848685,0.37943439909439564,1467.990234375,0.7412926665466334
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,3,intermediate,30.66016818688642,0.03261560712598137,4377.728515625,0.21175229813877192
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,3,slow,197.35514628048193,0.005067007467739382,5046.97119140625,0.046955035314594724
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,4,fast,2.664341379160845,0.375327278937115,1484.0540771484375,0.7384041284450829
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,4,intermediate,30.431405614262097,0.0328607890373403,4394.74609375,0.21889519220772552
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,4,slow,218.90791393471858,0.004568130873049268,5089.7919921875,0.042700679347191475
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,5,fast,2.6751787606507014,0.37380679553420326,1490.090576171875,0.7328037349235246
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,5,intermediate,29.996290341033813,0.03333745568637989,4423.86767578125,0.21512305838053042
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,5,slow,178.71565922673634,0.005595480576949898,5070.333984375,0.05207320669594486
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,6,fast,2.6751787606507014,0.37380679553420326,1490.090576171875,0.7328037349235246
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,6,intermediate,29.996290341033813,0.03333745568637989,4423.86767578125,0.21512305838053042
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,6,slow,178.71565922673634,0.005595480576949898,5070.333984375,0.05207320669594486
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,7,fast,2.701485634502145,0.3701666917004685,1504.74365234375,0.7126087948522163
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,7,intermediate,27.668791946242592,0.03614180199637518,4392.9228515625,0.23659337089723834
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,7,slow,183.80073183720745,0.005440674745983609,5087.02978515625,0.05079783425054537
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,8,fast,2.701485634502145,0.3701666917004685,1504.74365234375,0.7126087948522163
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,8,intermediate,27.668791946242592,0.03614180199637518,4392.9228515625,0.23659337089723834
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,8,slow,183.80073183720745,0.005440674745983609,5087.02978515625,0.05079783425054537
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,9,fast,2.7074693545450703,0.3693485942218643,1508.07666015625,0.7108888396479124
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,9,intermediate,27.359457572632532,0.03655043223518776,4370.9326171875,0.24287591229425376
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,9,slow,202.40402103373796,0.0049406133084347855,5097.4697265625,0.04623524805783389
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,10,fast,2.6479320783535694,0.3776531913997506,1474.9139404296875,0.6890069519808033
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,10,intermediate,25.65393266233,0.03898037829764755,4411.10693359375,0.2592958661716404
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,10,slow,183.84122737221583,0.0054394763040574185,5179.01025390625,0.05169718184755633
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,11,fast,2.6637290892661505,0.37541355238775315,1483.7130126953125,0.6904187665326075
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,11,intermediate,25.651412839931584,0.03898420746803072,4389.48486328125,0.2506937696090772
Harvard Forest,stocks_soil14c,Stocks + Soil 14C,11,slow,162.24441967807388,0.00616354018205498,5208.4423828125,0.058887463858315246
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,0,fast,2.2512777663958343,0.4441921893987086,1253.97509765625,0.6662363041809325
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,0,intermediate,21.942615683046274,0.045573418157828796,4055.060791015625,0.28574406490340004
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,0,slow,164.06879031148154,0.006095004407002201,4294.29638671875,0.04801963091566747
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,1,fast,2.2616705492564457,0.4421510464151215,1259.7640380859375,0.7077634646159884
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,1,intermediate,24.929321697226346,0.040113405897893355,4029.5693359375,0.2509835619281727
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,1,slow,184.11318154147293,0.005431441636213006,4137.5439453125,0.04125297345583884
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,2,fast,2.2616705492564457,0.4421510464151215,1259.7640380859375,0.7077634646159884
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,2,intermediate,24.929321697226346,0.040113405897893355,4029.5693359375,0.2509835619281727
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,2,slow,184.11318154147293,0.005431441636213006,4137.5439453125,0.04125297345583884
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,3,fast,2.2547585715141287,0.4435064634562955,1255.9139404296875,0.6919525846138572
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,3,intermediate,23.693810360478,0.04220511537764439,4039.037841796875,0.2660029003897159
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,3,slow,182.56319056447225,0.005477555453035587,4181.85302734375,0.042044514996426856
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,4,fast,2.2547585715141287,0.4435064634562955,1255.9139404296875,0.6919525846138572
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,4,intermediate,23.693810360478,0.04220511537764439,4039.037841796875,0.2660029003897159
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,4,slow,182.56319056447225,0.005477555453035587,4181.85302734375,0.042044514996426856
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,5,fast,2.277084256732194,0.4391581018767762,1268.3494873046875,0.7193770930688225
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,5,intermediate,25.26131209066288,0.039586225624821024,3920.3701171875,0.24288450030732905
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,5,slow,220.74100369596883,0.004530195945730685,4535.54150390625,0.0377384066238483
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,6,fast,2.280495129912517,0.43850126531003003,1270.2493896484375,0.7324950218543611
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,6,intermediate,26.57516432612696,0.037629118214590515,3929.626953125,0.23034711093166332
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,6,slow,210.999050522651,0.004739357819492409,4268.78857421875,0.037157867213975494
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,7,fast,2.280495129912517,0.43850126531003003,1270.2493896484375,0.7324950218543611
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,7,intermediate,26.57516432612696,0.037629118214590515,3929.626953125,0.23034711093166332
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,7,slow,210.999050522651,0.004739357819492409,4268.78857421875,0.037157867213975494
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,8,fast,2.2876572587170805,0.43712841868663516,1274.23876953125,0.705236996936072
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,8,intermediate,24.100099124057486,0.0414936052691073,3930.35009765625,0.2557867684079452
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,8,slow,204.90886957476854,0.0048802182261569365,4349.423828125,0.03897623465598292
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,9,fast,2.2876572587170805,0.43712841868663516,1274.23876953125,0.705236996936072
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,9,intermediate,24.100099124057486,0.0414936052691073,3930.35009765625,0.2557867684079452
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,9,slow,204.90886957476854,0.0048802182261569365,4349.423828125,0.03897623465598292
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,10,fast,2.2745893739985905,0.43963979232087086,1266.9598388671875,0.6937029332590738
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,10,intermediate,24.425891283674446,0.04094016420470891,4139.92919921875,0.26684720878312307
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,10,slow,160.8665681684896,0.006216332028371567,3458.50341796875,0.039449857957802995
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,11,fast,2.2793253609256934,0.43872630785535327,1269.5977783203125,0.7113841395552031
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,11,intermediate,25.963958420024042,0.03851492841818663,4144.27294921875,0.25038233373412777
Harvard Forest,stocks_resp14c,Stocks + Respired 14C,11,slow,163.64999097993342,0.00611060223109098,3409.38671875,0.03823352671066901
Harvard Forest,all_observations,All observations,0,fast,2.2277323143825103,0.44888696615112983,1240.860107421875,0.7548951313137805
Harvard Forest,all_observations,All observations,0,intermediate,30.907800698554208,0.032354291712731846,4183.912109375,0.21721285533667486
Harvard Forest,all_observations,All observations,0,slow,331.72878992985767,0.0030145107399675644,5033.5341796875,0.027892013349544706
Harvard Forest,all_observations,All observations,1,fast,2.2277323143825103,0.44888696615112983,1240.860107421875,0.7548951313137805
Harvard Forest,all_observations,All observations,1,intermediate,30.907800698554208,0.032354291712731846,4183.912109375,0.21721285533667486
