ecosystem,observation_subset,observation_subset_label,draw,q10,delta_temperature_c,year,mode,control_carbon,warm_carbon,control_respiration,warm_respiration,cumulative_control_respiration,cumulative_warm_respiration
Howland Forest,stocks_only,Stocks,4,2.0,4.0,50,fast,284.8809814453125,177.38275146484375,4586.9320815839765,4663.918765659282,4586.9320815839765,4663.918765659282
Howland Forest,stocks_only,Stocks,4,2.0,4.0,100,fast,821.9413452148438,741.0988159179688,7780.155325264887,7838.351719482956,7780.155325264887,7838.351719482956
Howland Forest,stocks_only,Stocks,4,2.0,4.0,10,intermediate,1956.20263671875,1666.5899658203125,754.1411815146523,1035.7220732177293,754.1411815146523,1035.7220732177293
Howland Forest,stocks_only,Stocks,4,2.0,4.0,50,intermediate,1039.1981201171875,749.6958618164062,2921.3839657229446,3217.151856788937,2921.3839657229446,3217.151856788937
Howland Forest,stocks_only,Stocks,4,2.0,4.0,100,intermediate,616.3329467773438,422.9983825683594,4475.569030605277,4675.427012133814,4475.569030605277,4675.427012133814
Howland Forest,stocks_only,Stocks,4,2.0,4.0,10,slow,4339.24462890625,4331.6005859375,65.58268528871484,96.15870582835043,65.58268528871484,96.15870582835043
Howland Forest,stocks_only,Stocks,4,2.0,4.0,50,slow,4201.18798828125,4089.60888671875,379.6568864718922,515.3565428586741,379.6568864718922,515.3565428586741
Howland Forest,stocks_only,Stocks,4,2.0,4.0,100,slow,3966.658203125,3734.036376953125,740.4116756573982,989.3283246428196,740.4116756573982,989.3283246428196
Howland Forest,stocks_only,Stocks,5,2.0,4.0,10,fast,19.36580467224121,-13.420833587646484,955.6106048257193,980.5523525226079,955.6106048257193,980.5523525226079
Howland Forest,stocks_only,Stocks,5,2.0,4.0,50,fast,227.3472442626953,139.85812377929688,4842.547904332924,4909.421189485767,4842.547904332924,4909.421189485767
Howland Forest,stocks_only,Stocks,5,2.0,4.0,100,fast,782.7557983398438,701.8552856445312,8237.177736630787,8299.389423693836,8237.177736630787,8299.389423693836
Howland Forest,stocks_only,Stocks,5,2.0,4.0,10,intermediate,1803.9063720703125,1555.57470703125,627.3950800958319,864.6504718309307,627.3950800958319,864.6504718309307
Howland Forest,stocks_only,Stocks,5,2.0,4.0,50,intermediate,984.4651489257812,706.0679931640625,2488.699112573389,2765.6754639605547,2488.699112573389,2765.6754639605547
Howland Forest,stocks_only,Stocks,5,2.0,4.0,100,intermediate,584.7935180664062,400.4150695800781,3821.238026980164,4009.6384292157322,3821.238026980164,4009.6384292157322
Howland Forest,stocks_only,Stocks,5,2.0,4.0,10,slow,3524.570068359375,3518.58984375,52.879125341284976,77.53319844375672,52.879125341284976,77.53319844375672
Howland Forest,stocks_only,Stocks,5,2.0,4.0,50,slow,3417.863525390625,3329.99462890625,306.3048386608206,415.9702282720238,306.3048386608206,415.9702282720238
Howland Forest,stocks_only,Stocks,5,2.0,4.0,100,slow,3231.35107421875,3044.706787109375,597.8663930076905,799.3790984432062,597.8663930076905,799.3790984432062
Howland Forest,stocks_only,Stocks,6,2.0,4.0,10,fast,16.80484962463379,-14.142663955688477,968.9453084341028,993.0112895915058,968.9453084341028,993.0112895915058
Howland Forest,stocks_only,Stocks,6,2.0,4.0,50,fast,221.60061645507812,136.21673583984375,4946.287451109658,5013.026720318669,4946.287451109658,5013.026720318669
Howland Forest,stocks_only,Stocks,6,2.0,4.0,100,fast,778.4064331054688,697.5054931640625,8416.611855770665,8480.23768905061,8416.611855770665,8480.23768905061
Howland Forest,stocks_only,Stocks,6,2.0,4.0,10,intermediate,1734.2149658203125,1502.08251953125,580.3596762557838,801.1178647135218,580.3596762557838,801.1178647135218
Howland Forest,stocks_only,Stocks,6,2.0,4.0,50,intermediate,953.0015258789062,683.0330200195312,2320.771617107688,2587.386903187288,2320.771617107688,2587.386903187288
Howland Forest,stocks_only,Stocks,6,2.0,4.0,100,intermediate,566.2379150390625,386.6017761230469,3566.6048834969215,3748.8122813562254,3566.6048834969215,3748.8122813562254
Howland Forest,stocks_only,Stocks,6,2.0,4.0,10,slow,3425.395751953125,3419.797119140625,50.61389666346952,74.21322413039587,50.61389666346952,74.21322413039587
Howland Forest,stocks_only,Stocks,6,2.0,4.0,50,slow,3324.886474609375,3241.50439453125,293.29257030760226,398.4190350824895,293.29257030760226,398.4190350824895
Howland Forest,stocks_only,Stocks,6,2.0,4.0,100,slow,3147.171142578125,2968.465576171875,572.8072209675063,766.2936520787312,572.8072209675063,766.2936520787312
Howland Forest,stocks_only,Stocks,7,2.0,4.0,10,fast,16.80484962463379,-14.142663955688477,968.9453084341028,993.0112895915058,968.9453084341028,993.0112895915058
Howland Forest,stocks_only,Stocks,7,2.0,4.0,50,fast,221.60061645507812,136.21673583984375,4946.287451109658,5013.026720318669,4946.287451109658,5013.026720318669
Howland Forest,stocks_only,Stocks,7,2.0,4.0,100,fast,778.4064331054688,697.5054931640625,8416.611855770665,8480.23768905061,8416.611855770665,8480.23768905061
Howland Forest,stocks_only,Stocks,7,2.0,4.0,10,intermediate,1734.2149658203125,1502.08251953125,580.3596762557838,801.1178647135218,580.3596762557838,801.1178647135218
Howland Forest,stocks_only,Stocks,7,2.0,4.0,50,intermediate,953.0015258789062,683.0330200195312,2320.771617107688,2587.386903187288,2320.771617107688,2587.386903187288
Howland Forest,stocks_only,Stocks,7,2.0,4.0,100,intermediate,566.2379150390625,386.6017761230469,3566.6048834969215,3748.8122813562254,3566.6048834969215,3748.8122813562254
Howland Forest,stocks_only,Stocks,7,2.0,4.0,10,slow,3425.395751953125,3419.797119140625,50.61389666346952,74.21322413039587,50.61389666346952,74.21322413039587
Howland Forest,stocks_only,Stocks,7,2.0,4.0,50,slow,3324.886474609375,3241.50439453125,293.29257030760226,398.4190350824895,293.29257030760226,398.4190350824895
Howland Forest,stocks_only,Stocks,7,2.0,4.0,100,slow,3147.171142578125,2968.465576171875,572.8072209675063,766.2936520787312,572.8072209675063,766.2936520787312
Howland Forest,stocks_only,Stocks,8,2.0,4.0,10,fast,33.588706970214844,-9.055217742919922,1011.1818123020291,1044.181416369549,1011.1818123020291,1044.181416369549
Howland Forest,stocks_only,Stocks,8,2.0,4.0,50,fast,256.752685546875,158.79483032226562,4948.505326662703,5024.5834287880025,4948.505326662703,5024.5834287880025
Howland Forest,stocks_only,Stocks,8,2.0,4.0,100,fast,803.6651611328125,722.7974853515625,8404.005431184974,8467.161087614662,8404.005431184974,8467.161087614662
Howland Forest,stocks_only,Stocks,8,2.0,4.0,10,intermediate,1805.399169921875,1568.002197265625,596.8231040707353,825.33025004656,596.8231040707353,825.33025004656
Howland Forest,stocks_only,Stocks,8,2.0,4.0,50,intermediate,987.3925170898438,708.2808837890625,2393.971020996394,2672.433352536323,2393.971020996394,2672.433352536323
Howland Forest,stocks_only,Stocks,8,2.0,4.0,100,intermediate,585.5834350585938,397.4239501953125,3678.4271140779265,3869.171178793562,3678.4271140779265,3869.171178793562
Howland Forest,stocks_only,Stocks,8,2.0,4.0,10,slow,3538.25439453125,3532.79833984375,50.84594323175297,74.55593337911324,50.84594323175297,74.55593337911324
Howland Forest,stocks_only,Stocks,8,2.0,4.0,50,slow,3438.2294921875,3354.6708984375,294.7754914158604,400.5734865844438,294.7754914158604,400.5734865844438
Howland Forest,stocks_only,Stocks,8,2.0,4.0,100,slow,3259.760498046875,3079.765869140625,576.1210937851569,771.3089594933599,576.1210937851569,771.3089594933599
Howland Forest,stocks_only,Stocks,9,2.0,4.0,10,fast,82.2562255859375,9.017423629760742,1070.183919472135,1124.9069920347933,1070.183919472135,1124.9069920347933
Howland Forest,stocks_only,Stocks,9,2.0,4.0,50,fast,338.0659484863281,213.74842834472656,4840.574742726773,4933.6459207462485,4840.574742726773,4933.6459207462485
Howland Forest,stocks_only,Stocks,9,2.0,4.0,100,fast,853.1763916015625,772.2051391601562,8194.779325180934,8255.668670627914,8194.779325180934,8255.668670627914
Howland Forest,stocks_only,Stocks,9,2.0,4.0,10,intermediate,1738.4407958984375,1484.4068603515625,679.3773406512465,934.7717545169094,679.3773406512465,934.7717545169094
Howland Forest,stocks_only,Stocks,9,2.0,4.0,50,intermediate,912.6726684570312,659.212890625,2633.2200512792665,2900.0232597063064,2633.2200512792665,2900.0232597063064
Howland Forest,stocks_only,Stocks,9,2.0,4.0,100,intermediate,541.4039916992188,368.97833251953125,4030.5208637885135,4211.143691282745,4030.5208637885135,4211.143691282745
Howland Forest,stocks_only,Stocks,9,2.0,4.0,10,slow,3431.017578125,3425.512451171875,47.949844059828415,70.30837831701061,47.949844059828415,70.30837831701061
Howland Forest,stocks_only,Stocks,9,2.0,4.0,50,slow,3330.359375,3248.33349609375,277.86185193441145,377.48367388049087,277.86185193441145,377.48367388049087
Howland Forest,stocks_only,Stocks,9,2.0,4.0,100,slow,3157.818115234375,2985.859375,542.8668988726308,726.766916209245,542.8668988726308,726.766916209245
Howland Forest,stocks_only,Stocks,10,2.0,4.0,10,fast,121.24773406982422,25.838056564331055,1134.6679868906594,1206.5698090044593,1134.6679868906594,1206.5698090044593
Howland Forest,stocks_only,Stocks,10,2.0,4.0,50,fast,391.2015075683594,251.56735229492188,4924.026716429824,5029.399168860038,4924.026716429824,5029.399168860038
Howland Forest,stocks_only,Stocks,10,2.0,4.0,100,fast,881.4022827148438,799.9030151367188,8323.378874949569,8385.115623618538,8323.378874949569,8385.115623618538
Howland Forest,stocks_only,Stocks,10,2.0,4.0,10,intermediate,1739.299072265625,1492.798583984375,669.6457969054193,923.9586005246066,669.6457969054193,923.9586005246066
Howland Forest,stocks_only,Stocks,10,2.0,4.0,50,intermediate,905.5760498046875,653.6757202148438,2609.828411257252,2879.380775739808,2609.828411257252,2879.380775739808
Howland Forest,stocks_only,Stocks,10,2.0,4.0,100,intermediate,538.0730590820312,363.8249816894531,3991.6263343460337,4174.591600855452,3991.6263343460337,4174.591600855452
Howland Forest,stocks_only,Stocks,10,2.0,4.0,10,slow,2685.74951171875,2681.07373046875,43.17794917249008,63.30936336217144,43.17794917249008,63.30936336217144
Howland Forest,stocks_only,Stocks,10,2.0,4.0,50,slow,2596.772705078125,2524.01708984375,249.87538621015764,339.01794542865196,249.87538621015764,339.01794542865196
Howland Forest,stocks_only,Stocks,10,2.0,4.0,100,slow,2443.809814453125,2292.1474609375,486.7040808626922,649.3776101351779,486.7040808626922,649.3776101351779
Howland Forest,stocks_only,Stocks,11,2.0,4.0,10,fast,134.71055603027344,32.00906753540039,1139.6588118648954,1216.2735456380333,1139.6588118648954,1216.2735456380333
Howland Forest,stocks_only,Stocks,11,2.0,4.0,50,fast,407.95562744140625,263.7782897949219,4887.69367138577,4995.380019206354,4887.69367138577,4995.380019206354
Howland Forest,stocks_only,Stocks,11,2.0,4.0,100,fast,889.8698120117188,808.0987548828125,8258.365610180654,8319.662421100133,8258.365610180654,8319.662421100133
Howland Forest,stocks_only,Stocks,11,2.0,4.0,10,intermediate,1553.5694580078125,1309.3431396484375,686.4007999661079,940.9463769309668,686.4007999661079,940.9463769309668
Howland Forest,stocks_only,Stocks,11,2.0,4.0,50,intermediate,792.7446899414062,578.642333984375,2593.3545162647074,2829.328016428486,2593.3545162647074,2829.328016428486
Howland Forest,stocks_only,Stocks,11,2.0,4.0,100,intermediate,471.858154296875,321.81414794921875,3965.7875216904367,4126.558608677591,3965.7875216904367,4126.558608677591
Howland Forest,stocks_only,Stocks,11,2.0,4.0,10,slow,2767.088623046875,2761.743408203125,44.682720667454944,65.51172840765864,44.682720667454944,65.51172840765864
Howland Forest,stocks_only,Stocks,11,2.0,4.0,50,slow,2669.51611328125,2591.970458984375,258.3413615193856,350.2832915247318,258.3413615193856,350.2832915247318
Howland Forest,stocks_only,Stocks,11,2.0,4.0,100,slow,2508.74560546875,2351.047607421875,502.6735826696472,670.1733611848078,502.6735826696472,670.1733611848078
Howland Forest,soil14c_only,Soil 14C,0,2.0,4.0,10,fast,3753.3134765625,2951.49267578125,2314.1421452347845,3039.106655261165,2314.1421452347845,3039.106655261165
Howland Forest,soil14c_only,Soil 14C,0,2.0,4.0,50,fast,2252.428955078125,1657.0782470703125,8450.102299990016,8988.31981961566,8450.102299990016,8988.31981961566
Howland Forest,soil14c_only,Soil 14C,0,2.0,4.0,100,fast,1977.8704833984375,1564.68994140625,13209.287535432637,13582.810144892574,13209.287535432637,13582.810144892574
Howland Forest,soil14c_only,Soil 14C,0,2.0,4.0,10,intermediate,1889.332275390625,1833.678955078125,228.13618672587694,331.1264970103175,228.13618672587694,331.1264970103175
Howland Forest,soil14c_only,Soil 14C,0,2.0,4.0,50,intermediate,1339.8878173828125,1045.194580078125,1160.7406228193945,1434.5056598257968,1160.7406228193945,1434.5056598257968
Howland Forest,soil14c_only,Soil 14C,0,2.0,4.0,100,intermediate,875.1726684570312,578.5850219726562,1914.0919554796649,2175.7813613423823,1914.0919554796649,2175.7813613423823
Howland Forest,soil14c_only,Soil 14C,0,2.0,4.0,10,slow,4840.9423828125,4839.6865234375,65.33582836957191,95.84141909356461,65.33582836957191,95.84141909356461
Howland Forest,soil14c_only,Soil 14C,0,2.0,4.0,50,slow,4789.65185546875,4727.59375,381.5386178613452,521.3781166682915,381.5386178613452,521.3781166682915
Howland Forest,soil14c_only,Soil 14C,0,2.0,4.0,100,slow,4631.521484375,4441.138671875,753.6758544465811,1018.5043979262957,753.6758544465811,1018.5043979262957
Howland Forest,soil14c_only,Soil 14C,1,2.0,4.0,10,fast,3759.4716796875,2957.13525390625,2324.707169253261,3053.3152921457076,2324.707169253261,3053.3152921457076
Howland Forest,soil14c_only,Soil 14C,1,2.0,4.0,50,fast,2255.38525390625,1659.0472412109375,8490.37099728801,9031.829327182688,8490.37099728801,9031.829327182688
Howland Forest,soil14c_only,Soil 14C,1,2.0,4.0,100,fast,1979.709228515625,1565.8980712890625,13271.33226890387,13647.063745205423,13271.33226890387,13647.063745205423
Howland Forest,soil14c_only,Soil 14C,1,2.0,4.0,10,intermediate,1885.3734130859375,1831.865478515625,226.83625270034875,329.37012796822575,226.83625270034875,329.37012796822575
Howland Forest,soil14c_only,Soil 14C,1,2.0,4.0,50,intermediate,1351.9481201171875,1062.3524169921875,1159.4787457885247,1437.3881729355032,1159.4787457885247,1437.3881729355032
Howland Forest,soil14c_only,Soil 14C,1,2.0,4.0,100,intermediate,890.9279174804688,592.8462524414062,1920.9233024755815,2192.1797158938607,1920.9233024755815,2192.1797158938607
Howland Forest,soil14c_only,Soil 14C,1,2.0,4.0,10,slow,4877.994140625,4876.923828125,54.51354836749107,79.96698121495884,54.51354836749107,79.96698121495884
Howland Forest,soil14c_only,Soil 14C,1,2.0,4.0,50,slow,4836.2373046875,4785.49951171875,318.534686221583,435.6359173477211,318.534686221583,435.6359173477211
Howland Forest,soil14c_only,Soil 14C,1,2.0,4.0,100,slow,4705.80859375,4546.5986328125,630.5711857817454,854.5338516877757,630.5711857817454,854.5338516877757
Howland Forest,soil14c_only,Soil 14C,2,2.0,4.0,10,fast,3749.72021484375,2948.224365234375,2307.8977226118664,3030.721592989316,2307.8977226118664,3030.721592989316
Howland Forest,soil14c_only,Soil 14C,2,2.0,4.0,50,fast,2250.72021484375,1655.934814453125,8426.330145891243,8962.656798207474,8426.330145891243,8962.656798207474
Howland Forest,soil14c_only,Soil 14C,2,2.0,4.0,100,fast,1976.7991943359375,1563.9859619140625,13172.653855097053,13544.887314288815,13172.653855097053,13544.887314288815
Howland Forest,soil14c_only,Soil 14C,2,2.0,4.0,10,intermediate,1886.5177001953125,1829.619384765625,242.7130047261392,352.1930969903502,242.7130047261392,352.1930969903502
Howland Forest,soil14c_only,Soil 14C,2,2.0,4.0,50,intermediate,1328.3106689453125,1031.2823486328125,1231.191766364443,1518.531086986443,1231.191766364443,1518.531086986443
Howland Forest,soil14c_only,Soil 14C,2,2.0,4.0,100,intermediate,862.8079223632812,568.1568603515625,2024.2544956031545,2295.2533764912346,2024.2544956031545,2295.2533764912346
Howland Forest,soil14c_only,Soil 14C,2,2.0,4.0,10,slow,4909.06787109375,4907.89306640625,57.80765614051684,84.79873730750026,57.80765614051684,84.79873730750026
Howland Forest,soil14c_only,Soil 14C,2,2.0,4.0,50,slow,4862.63623046875,4806.53466796875,337.6912075171571,461.67058249118884,337.6912075171571,461.67058249118884
Howland Forest,soil14c_only,Soil 14C,2,2.0,4.0,100,slow,4719.767578125,4547.76513671875,667.891774719159,904.1191868034307,667.891774719159,904.1191868034307
Howland Forest,soil14c_only,Soil 14C,3,2.0,4.0,10,fast,3757.958740234375,2955.746337890625,2293.5571402086543,3012.3213362793986,2293.5571402086543,3012.3213362793986
Howland Forest,soil14c_only,Soil 14C,3,2.0,4.0,50,fast,2254.65625,1658.568603515625,8376.195036350011,8910.213228596067,8376.195036350011,8910.213228596067
Howland Forest,soil14c_only,Soil 14C,3,2.0,4.0,100,fast,1979.2628173828125,1565.602294921875,13093.083512065397,13463.665038648724,13093.083512065397,13463.665038648724
Howland Forest,soil14c_only,Soil 14C,3,2.0,4.0,10,intermediate,1886.79296875,1826.894775390625,256.71604164954874,372.29485435329656,256.71604164954874,372.29485435329656
Howland Forest,soil14c_only,Soil 14C,3,2.0,4.0,50,intermediate,1307.1348876953125,1004.0661010742188,1293.4446221088847,1588.1429970421955,1293.4446221088847,1588.1429970421955
Howland Forest,soil14c_only,Soil 14C,3,2.0,4.0,100,intermediate,838.7763671875,547.8004150390625,2112.5997475337135,2382.246188891947,2112.5997475337135,2382.246188891947
Howland Forest,soil14c_only,Soil 14C,3,2.0,4.0,10,slow,4915.79345703125,4914.521484375,61.64302486339725,90.42443741957383,61.64302486339725,90.42443741957383
Howland Forest,soil14c_only,Soil 14C,3,2.0,4.0,50,slow,4864.248046875,4802.388671875,359.9820675100686,491.94662823952945,359.9820675100686,491.94662823952945
Howland Forest,soil14c_only,Soil 14C,3,2.0,4.0,100,slow,4707.9853515625,4521.65771484375,711.2532626873526,961.5821851518659,711.2532626873526,961.5821851518659
Howland Forest,soil14c_only,Soil 14C,4,2.0,4.0,10,fast,3757.958740234375,2955.746337890625,2293.5571402086543,3012.3213362793986,2293.5571402086543,3012.3213362793986
Howland Forest,soil14c_only,Soil 14C,4,2.0,4.0,50,fast,2254.65625,1658.568603515625,8376.195036350011,8910.213228596067,8376.195036350011,8910.213228596067
Howland Forest,soil14c_only,Soil 14C,4,2.0,4.0,100,fast,1979.2628173828125,1565.602294921875,13093.083512065397,13463.665038648724,13093.083512065397,13463.665038648724
Howland Forest,soil14c_only,Soil 14C,4,2.0,4.0,10,intermediate,1886.79296875,1826.894775390625,256.71604164954874,372.29485435329656,256.71604164954874,372.29485435329656
Howland Forest,soil14c_only,Soil 14C,4,2.0,4.0,50,intermediate,1307.1348876953125,1004.0661010742188,1293.4446221088847,1588.1429970421955,1293.4446221088847,1588.1429970421955
Howland Forest,soil14c_only,Soil 14C,4,2.0,4.0,100,intermediate,838.7763671875,547.8004150390625,2112.5997475337135,2382.246188891947,2112.5997475337135,2382.246188891947
Howland Forest,soil14c_only,Soil 14C,4,2.0,4.0,10,slow,4915.79345703125,4914.521484375,61.64302486339725,90.42443741957383,61.64302486339725,90.42443741957383
Howland Forest,soil14c_only,Soil 14C,4,2.0,4.0,50,slow,4864.248046875,4802.388671875,359.9820675100686,491.94662823952945,359.9820675100686,491.94662823952945
Howland Forest,soil14c_only,Soil 14C,4,2.0,4.0,100,slow,4707.9853515625,4521.65771484375,711.2532626873526,961.5821851518659,711.2532626873526,961.5821851518659
Howland Forest,soil14c_only,Soil 14C,5,2.0,4.0,10,fast,3749.63671875,2948.150390625,2287.6178743514192,3004.086928171191,2287.6178743514192,3004.086928171191
Howland Forest,soil14c_only,Soil 14C,5,2.0,4.0,50,fast,2250.680419921875,1655.908447265625,8352.265459811786,8883.87347491449,8352.265459811786,8883.87347491449
Howland Forest,soil14c_only,Soil 14C,5,2.0,4.0,100,fast,1976.775146484375,1563.9688720703125,13056.881891787521,13425.841039404278,13056.881891787521,13425.841039404278
Howland Forest,soil14c_only,Soil 14C,5,2.0,4.0,10,intermediate,1892.520263671875,1831.4617919921875,260.97751115813287,378.4024751901034,260.97751115813287,378.4024751901034
Howland Forest,soil14c_only,Soil 14C,5,2.0,4.0,50,intermediate,1304.4942626953125,998.8491821289062,1312.0900526063374,1608.8013850245873,1312.0900526063374,1608.8013850245873
Howland Forest,soil14c_only,Soil 14C,5,2.0,4.0,100,intermediate,834.2141723632812,543.6205444335938,2138.8323942941684,2407.919710233031,2138.8323942941684,2407.919710233031
Howland Forest,soil14c_only,Soil 14C,5,2.0,4.0,10,slow,4901.84423828125,4900.517578125,63.73115171127317,93.4872218999285,63.73115171127317,93.4872218999285
Howland Forest,soil14c_only,Soil 14C,5,2.0,4.0,50,slow,4847.94140625,4783.43017578125,372.11618493378444,508.4304698880258,372.11618493378444,508.4304698880258
Howland Forest,soil14c_only,Soil 14C,5,2.0,4.0,100,slow,4685.333984375,4492.4609375,734.8506153133012,992.8545395376059,734.8506153133012,992.8545395376059
Howland Forest,soil14c_only,Soil 14C,6,2.0,4.0,10,fast,3750.748291015625,2949.154052734375,2292.303444895059,3010.293631576591,2292.303444895059,3010.293631576591
Howland Forest,soil14c_only,Soil 14C,6,2.0,4.0,50,fast,2251.210693359375,1656.2601318359375,8369.675473757416,8902.497992012357,8369.675473757416,8902.497992012357
Howland Forest,soil14c_only,Soil 14C,6,2.0,4.0,100,fast,1977.1041259765625,1564.187255859375,13083.939915592338,13453.728970133723,13083.939915592338,13453.728970133723
Howland Forest,soil14c_only,Soil 14C,6,2.0,4.0,10,intermediate,1895.7281494140625,1835.601806640625,255.49710219933948,370.53106275736286,255.49710219933948,370.53106275736286
Howland Forest,soil14c_only,Soil 14C,6,2.0,4.0,50,intermediate,1313.861328125,1009.5696411132812,1287.493904817122,1581.0240867248247,1287.493904817122,1581.0240867248247
Howland Forest,soil14c_only,Soil 14C,6,2.0,4.0,100,intermediate,843.4447021484375,550.9993286132812,2103.2848123736317,2372.1344952874138,2103.2848123736317,2372.1344952874138
Howland Forest,soil14c_only,Soil 14C,6,2.0,4.0,10,slow,4888.60546875,4887.30224609375,63.74092243994496,93.50166600986634,63.74092243994496,93.50166600986634
Howland Forest,soil14c_only,Soil 14C,6,2.0,4.0,50,slow,4835.412109375,4771.63671875,372.18766578218833,508.5499719647414,372.18766578218833,508.5499719647414
Howland Forest,soil14c_only,Soil 14C,6,2.0,4.0,100,slow,4674.31005859375,4482.6220703125,735.0623120941942,993.2365019624093,735.0623120941942,993.2365019624093
Howland Forest,soil14c_only,Soil 14C,7,2.0,4.0,10,fast,3749.658447265625,2948.16796875,2281.825647977378,2996.481224054148,2281.825647977378,2996.481224054148
Howland Forest,soil14c_only,Soil 14C,7,2.0,4.0,50,fast,2250.690673828125,1655.915283203125,8331.122486455935,8861.384800175869,8331.122486455935,8861.384800175869
Howland Forest,soil14c_only,Soil 14C,7,2.0,4.0,100,fast,1976.781005859375,1563.9732666015625,13023.825689024674,13391.851705581066,13023.825689024674,13391.851705581066
Howland Forest,soil14c_only,Soil 14C,7,2.0,4.0,10,intermediate,1914.6910400390625,1852.384033203125,272.6020079219471,395.21678974902,272.6020079219471,395.21678974902
Howland Forest,soil14c_only,Soil 14C,7,2.0,4.0,50,intermediate,1316.115478515625,1005.9508056640625,1368.934807088141,1677.2175272730979,1368.934807088141,1677.2175272730979
Howland Forest,soil14c_only,Soil 14C,7,2.0,4.0,100,intermediate,840.0331420898438,546.74658203125,2229.0608921046132,2507.244079209595,2229.0608921046132,2507.244079209595
Howland Forest,soil14c_only,Soil 14C,7,2.0,4.0,10,slow,4907.99609375,4906.74365234375,58.98333114482179,86.52299847373511,58.98333114482179,86.52299847373511
Howland Forest,soil14c_only,Soil 14C,7,2.0,4.0,50,slow,4857.5869140625,4797.41259765625,344.46958309684857,470.7958136244629,344.46958309684857,470.7958136244629
Howland Forest,soil14c_only,Soil 14C,7,2.0,4.0,100,slow,4705.7353515625,4525.54150390625,680.7907123550958,920.8012083124354,680.7907123550958,920.8012083124354
Howland Forest,soil14c_only,Soil 14C,8,2.0,4.0,10,fast,3753.71142578125,2951.856689453125,2322.8433008505845,3050.554818649027,2322.8433008505845,3050.554818649027
Howland Forest,soil14c_only,Soil 14C,8,2.0,4.0,50,fast,2252.62109375,1657.205322265625,8481.992684045805,9022.2742601302,8481.992684045805,9022.2742601302
Howland Forest,soil14c_only,Soil 14C,8,2.0,4.0,100,fast,1977.989013671875,1564.7681884765625,13259.078070977746,13634.022590143857,13259.078070977746,13634.022590143857
Howland Forest,soil14c_only,Soil 14C,8,2.0,4.0,10,intermediate,1904.1705322265625,1850.2757568359375,237.1922096113555,344.41673770899524,237.1922096113555,344.41673770899524
Howland Forest,soil14c_only,Soil 14C,8,2.0,4.0,50,intermediate,1366.6727294921875,1074.6290283203125,1212.8508707255328,1503.9405224776428,1212.8508707255328,1503.9405224776428
Howland Forest,soil14c_only,Soil 14C,8,2.0,4.0,100,intermediate,901.3956909179688,600.2005615234375,2010.170209337691,2294.8495346203426,2010.170209337691,2294.8495346203426
Howland Forest,soil14c_only,Soil 14C,8,2.0,4.0,10,slow,4892.50927734375,4891.56640625,45.80977736692078,67.19968222202536,45.80977736692078,67.19968222202536
Howland Forest,soil14c_only,Soil 14C,8,2.0,4.0,50,slow,4857.5048828125,4814.50439453125,267.79203259246606,366.42992689925836,267.79203259246606,366.42992689925836
Howland Forest,soil14c_only,Soil 14C,8,2.0,4.0,100,slow,4747.21240234375,4611.7431640625,530.9044116074479,720.8819791351941,530.9044116074479,720.8819791351941
Howland Forest,soil14c_only,Soil 14C,9,2.0,4.0,10,fast,3757.08935546875,2954.949951171875,2302.580958819435,3024.1245658322314,2302.580958819435,3024.1245658322314
Howland Forest,soil14c_only,Soil 14C,9,2.0,4.0,50,fast,2254.244140625,1658.288330078125,8408.919611836774,8944.912419415432,8408.919611836774,8944.912419415432
Howland Forest,soil14c_only,Soil 14C,9,2.0,4.0,100,fast,1979.0020751953125,1565.4305419921875,13144.365009607038,13516.311668066666,13144.365009607038,13516.311668066666
Howland Forest,soil14c_only,Soil 14C,9,2.0,4.0,10,intermediate,1911.8609619140625,1853.735595703125,257.47456803678284,373.5799483394772,257.47456803678284,373.5799483394772
Howland Forest,soil14c_only,Soil 14C,9,2.0,4.0,50,intermediate,1342.67626953125,1040.595458984375,1304.69145718432,1608.0173196598973,1304.69145718432,1608.0173196598973
Howland Forest,soil14c_only,Soil 14C,9,2.0,4.0,100,intermediate,870.309326171875,572.257568359375,2142.7554285441774,2427.3796066219356,2142.7554285441774,2427.3796066219356
Howland Forest,soil14c_only,Soil 14C,9,2.0,4.0,10,slow,4896.9140625,4895.85595703125,49.99922984988452,73.34490047464746,49.99922984988452,73.34490047464746
Howland Forest,soil14c_only,Soil 14C,9,2.0,4.0,50,slow,4856.2919921875,4807.20556640625,292.17797619801183,399.62897839752753,292.17797619801183,399.62897839752753
Howland Forest,soil14c_only,Soil 14C,9,2.0,4.0,100,slow,4731.25146484375,4580.04541015625,578.6012824975427,784.5599731614468,578.6012824975427,784.5599731614468
Howland Forest,soil14c_only,Soil 14C,10,2.0,4.0,10,fast,3760.516845703125,2958.081298828125,2304.538614920147,3026.877246954461,2304.538614920147,3026.877246954461
Howland Forest,soil14c_only,Soil 14C,10,2.0,4.0,50,fast,2255.880615234375,1659.380859375,8416.997032694057,8953.870085889383,8416.997032694057,8953.870085889383
Howland Forest,soil14c_only,Soil 14C,10,2.0,4.0,100,fast,1980.0211181640625,1566.1011962890625,13156.482430120188,13529.018243406605,13156.482430120188,13529.018243406605
Howland Forest,soil14c_only,Soil 14C,10,2.0,4.0,10,intermediate,1910.3184814453125,1852.57470703125,262.1359535529415,380.36810638021313,262.1359535529415,380.36810638021313
